#Gumbel
#Command used:	python transit.py
#FDR Corrected thresholds: 0.989800, 0.038400
#MH Acceptance-Rate:	45.72%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.280561
#Time: 143.290342808
#Orf	Name	Desc	k	n	r	s	zbar	Call
Rv3252c	alkB	PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN) 	24	28	1	2	0.000000	NE
Rv3253c	-	POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN 	15	22	3	46	0.000000	NE
Rv3254	-	hypothetical protein Rv3254 	13	17	2	36	0.000000	NE
Rv3255c	manA	PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE) 	0	17	17	1022	1.000000	E
Rv3256c	-	hypothetical protein Rv3256c 	5	8	2	92	0.000000	NE
Rv3257c	manB	phosphomannomutase/phosphoglucomutase 	0	20	20	1153	1.000000	E
Rv3258c	-	hypothetical protein Rv3258c 	0	5	5	427	0.950100	U
Rv3259	-	hypothetical protein Rv3259 	2	2	0	0	-1.000000	S
Rv3260c	whiB2	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2 	0	2	2	109	-1.000000	S
Rv3261	fbiA	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA 	3	13	7	327	0.952000	U
Rv3262	fbiB	F420-0--gamma-glutamyl ligase 	5	12	3	236	0.000100	NE
Rv3263	-	PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE) 	22	25	1	2	0.000000	NE
Rv3264c	manB	D-ALPHA-D-MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE MANB (D-ALPHA-D-HEPTOSE-1-PHOSPHATE GUANYLYLTRANSFERASE) 	0	15	15	931	1.000000	E
Rv3265c	wbbL1	PROBABLE dTDP-RHA:A-D-GlcNAc-DIPHOSPHORYL POLYPRENOL, A-3-L-RHAMNOSYL TRANSFERASE WBBL1 (ALPHA-L-RHAMNOSE-(1->3)-ALPHA-D-GlcNAc(1->P)-P-DECAPRENY L) 	0	13	13	621	1.000000	E
Rv3266c	rmlD	dTDP-6-DEOXY-L-LYXO-4-HEXULOSE REDUCTASE RMLD (dTDP-RHAMNOSE MODIFICATION PROTEIN) (dTDP-RHAMNOSE BIOSYNTHESIS PROTEIN) (dTDP-RHAMNOSE SYNTHASE) 	0	15	15	733	1.000000	E
Rv3267	-	CONSERVED HYPOTHETICAL PROTEIN (CPSA-RELATED PROTEIN) 	2	19	6	321	0.622700	U
Rv3268	-	hypothetical protein Rv3268 	11	13	1	2	0.000000	NE
Rv3269	-	hypothetical protein Rv3269 	0	4	4	120	-1.000000	S
Rv3270	ctpC	PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC 	5	15	5	602	0.449600	U
Rv3271c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	3	6	2	109	0.000000	NE
Rv3272	-	hypothetical protein Rv3272 	14	18	2	65	0.000000	NE
Rv3273	-	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) 	17	27	2	63	0.000000	NE
Rv3274c	fadE25	PROBABLE ACYL-CoA DEHYDROGENASE FADE25 	9	16	2	80	0.000000	NE
Rv3275c	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit 	0	4	4	217	0.981700	U
Rv3276c	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit 	0	8	8	981	0.997100	E
Rv3277	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	2	13	10	487	0.998600	E
Rv3278c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	7	1	2	0.000000	NE
Rv3279c	birA	biotin--protein ligase 	0	5	5	480	0.938200	U
Rv3280	accD5	PROBABLE PROPIONYL-CoA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE) 	0	30	30	1407	1.000000	E
Rv3281	-	hypothetical protein Rv3281 	0	3	3	130	-1.000000	S
Rv3282	maf	Maf-like protein 	4	11	5	63	0.000000	NE
Rv3283	sseA	PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	15	16	1	2	0.000000	NE
Rv3284	-	hypothetical protein Rv3284 	5	5	0	0	0.000000	NE
Rv3285	accA3	PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	0	23	23	1551	1.000000	E
Rv3286c	sigF	RNA polymerase sigma factor SigF 	8	9	1	2	0.000000	NE
Rv3287c	rsbW	ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR) 	2	2	0	0	-1.000000	S
Rv3288c	usfY	PUTATIVE PROTEIN USFY 	9	10	1	2	0.000000	NE
Rv3289c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	5	6	1	2	0.000000	NE
Rv3290c	lat	L-lysine aminotransferase 	19	22	2	13	0.000000	NE
Rv3291c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	3	7	2	58	0.000000	NE
Rv3292	-	hypothetical protein Rv3292 	13	18	2	87	0.000000	NE
Rv3293	pcd	PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE) 	9	13	3	99	0.000000	NE
Rv3294c	-	hypothetical protein Rv3294c 	16	20	1	2	0.000000	NE
Rv3295	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	10	11	1	2	0.000000	NE
Rv3296	lhr	PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN) 	40	53	2	76	0.000000	NE
Rv3297	nei	PROBABLE ENDONUCLEASE VIII NEI 	6	9	2	114	0.000000	NE
Rv3298c	lpqC	POSSIBLE ESTERASE LIPOPROTEIN LPQC 	9	10	1	2	0.000000	NE
Rv3299c	atsB	PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE) 	22	42	5	120	0.000000	NE
Rv3300c	-	hypothetical protein Rv3300c 	5	9	1	2	0.000000	NE
Rv3301c	phoY1	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1 	4	6	1	2	0.000000	NE
Rv3302c	glpD2	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2 	0	28	28	1503	1.000000	E
Rv3303c	lpdA	flavoprotein disulfide reductase 	4	18	7	485	0.881200	U
Rv3304	-	hypothetical protein Rv3304 	3	8	4	95	0.000000	NE
Rv3305c	amiA1	POSSIBLE N-ACYL-L-AMINO ACID AMIDOHYDROLASE AMIA1 (N-ACYL-L-AMINO ACID AMINOHYDROLASE) 	9	19	6	451	0.770200	U
Rv3306c	amiB1	PROBABLE AMIDOHYDROLASE AMIB1 (AMINOHYDROLASE) 	9	15	3	139	0.000000	NE
Rv3307	deoD	purine nucleoside phosphorylase 	7	10	2	26	0.000000	NE
Rv3308	pmmB	PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE) 	11	18	3	118	0.000000	NE
Rv3309c	upp	uracil phosphoribosyltransferase 	5	8	2	104	0.000000	NE
Rv3310	-	POSSIBLE ACID PHOSPHATASE (ACID PHOSPHOMONOESTERASE) (PHOSPHOMONOESTERASE) (GLYCEROPHOSPHATASE) 	12	13	1	2	0.000000	NE
Rv3311	-	hypothetical protein Rv3311 	5	14	3	359	0.096300	U
Rv3312A	-	SECRETED PROTEIN ANTIGEN 	4	4	0	0	-1.000000	S
Rv3312c	-	hypothetical protein Rv3312c 	13	17	1	2	0.000000	NE
Rv3313c	add	adenosine deaminase 	6	10	4	106	0.000000	NE
Rv3314c	deoA	thymidine phosphorylase 	8	10	1	2	0.000000	NE
Rv3315c	cdd	cytidine deaminase 	5	5	0	0	0.000000	NE
Rv3316	sdhC	PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) 	4	5	1	2	-1.000000	S
Rv3317	sdhD	PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) 	4	4	0	0	0.000000	NE
Rv3318	sdhA	succinate dehydrogenase flavoprotein subunit 	14	28	4	67	0.000000	NE
Rv3319	sdhB	succinate dehydrogenase iron-sulfur subunit 	4	8	2	11	0.000000	NE
Rv3320c	-	hypothetical protein Rv3320c 	3	5	2	21	0.000000	NE
Rv3321c	-	hypothetical protein Rv3321c 	2	3	1	2	0.000000	NE
Rv3322c	-	POSSIBLE METHYLTRANSFERASE 	4	7	1	2	0.000000	NE
Rv3323c	moaX	PROBABLE MOAD-MOAE FUSION PROTEIN MOAX 	8	13	2	13	0.000000	NE
Rv3324c	moaC	molybdenum cofactor biosynthesis protein C 	7	10	1	2	0.000000	NE
Rv3325	-	PROBABLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv3326	-	PROBABLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv3327	-	PROBABLE TRANSPOSASE FUSION PROTEIN 	10	10	0	0	0.000000	NE
Rv3328c	sigJ	RNA polymerase sigma factor SigJ 	9	12	2	33	0.000000	NE
Rv3329	-	hypothetical protein Rv3329 	17	20	2	47	0.000000	NE
Rv3330	dacB1	PROBABLE PENICILLIN-BINDING PROTEIN DACB1 (D-ALANYL-D-ALANINE CARBOXYPEPTIDASE) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE) (D-AMINO ACID HYDROLASE) 	14	16	1	2	0.000000	NE
Rv3331	sugI	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN SUGI 	15	22	2	156	0.000000	NE
Rv3332	nagA	PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE NAGA (GLCNAC 6-P DEACETYLASE) 	3	5	1	2	0.000000	NE
Rv3333c	-	HYPOTHETICAL PROLINE RICH PROTEIN 	8	10	2	197	0.000000	NE
Rv3334	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MERR-FAMILY) 	7	8	1	2	0.000000	NE
Rv3335c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	11	3	104	0.000000	NE
Rv3336c	trpS	tryptophanyl-tRNA synthetase 	0	12	12	750	1.000000	E
Rv3337	-	hypothetical protein Rv3337 	6	9	2	11	0.000000	NE
Rv3338	-	hypothetical protein Rv3338 	3	4	1	2	0.000000	NE
Rv3339c	icd1	isocitrate dehydrogenase 	20	23	2	72	0.000000	NE
Rv3340	metC	O-acetylhomoserine aminocarboxypropyltransferase 	3	15	6	452	0.756100	U
Rv3341	metX	homoserine O-acetyltransferase 	0	14	14	985	1.000000	E
Rv3342	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	2	8	6	511	0.951000	U
Rv3343c	PPE54	PPE FAMILY PROTEIN 	54	120	18	827	0.999800	E
Rv3344c	PE_PGRS49	PE-PGRS FAMILY PROTEIN 	4	6	1	2	0.000000	NE
Rv3345c	PE_PGRS50	PE-PGRS FAMILY PROTEIN 	23	45	6	461	0.227400	U
Rv3346c	-	hypothetical protein Rv3346c 	2	3	1	2	-1.000000	S
Rv3347c	PPE55	PPE FAMILY PROTEIN 	83	111	5	64	0.000000	NE
Rv3348	-	PROBABLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv3349c	-	PROBABLE TRANSPOSASE 	2	2	0	0	-1.000000	S
Rv3350c	PPE56	PPE FAMILY PROTEIN 	82	118	10	231	0.002000	NE
Rv3351c	-	hypothetical protein Rv3351c 	13	15	1	2	0.000000	NE
Rv3352c	-	POSSIBLE OXIDOREDUCTASE 	2	2	0	0	-1.000000	S
Rv3353c	-	hypothetical protein Rv3353c 	3	3	0	0	-1.000000	S
Rv3354	-	hypothetical protein Rv3354 	4	5	1	2	0.000000	NE
Rv3355c	-	hypothetical protein Rv3355c 	0	2	2	35	-1.000000	S
Rv3356c	folD	PROBABLE BIFUNCTIONAL PROTEIN FOLD: METHYLENETETRAHYDROFOLATE DEHYDROGENASE + METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE 	0	8	8	540	0.996200	E
Rv3357	-	hypothetical protein Rv3357 	5	5	0	0	0.000000	NE
Rv3358	-	hypothetical protein Rv3358 	2	2	0	0	-1.000000	S
Rv3359	-	POSSIBLE OXIDOREDUCTASE 	14	17	1	2	0.000000	NE
Rv3360	-	hypothetical protein Rv3360 	2	2	0	0	-1.000000	S
Rv3361c	-	hypothetical protein Rv3361c 	1	5	3	109	0.000000	NE
Rv3362c	-	PROBABLE ATP/GTP-BINDING PROTEIN 	2	6	4	294	0.943600	U
Rv3363c	-	hypothetical protein Rv3363c 	6	7	1	2	0.000000	NE
Rv3364c	-	hypothetical protein Rv3364c 	3	4	1	2	0.000000	NE
Rv3365c	-	hypothetical protein Rv3365c 	25	31	2	161	0.000000	NE
Rv3366	spoU	PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE) 	3	5	1	2	0.000000	NE
Rv3367	PE_PGRS51	PE-PGRS FAMILY PROTEIN 	15	20	2	94	0.000000	NE
Rv3368c	-	POSSIBLE OXIDOREDUCTASE 	7	8	1	2	0.000000	NE
Rv3369	-	hypothetical protein Rv3369 	5	6	1	2	0.000000	NE
Rv3370c	dnaE2	error-prone DNA polymerase 	22	33	4	84	0.000000	NE
Rv3371	-	hypothetical protein Rv3371 	15	23	3	33	0.000000	NE
Rv3372	otsB2	POSSIBLE TREHALOSE 6-PHOSPHATE PHOSPHATASE OTSB2 (TREHALOSE-PHOSPHATASE) (TPP) 	0	9	9	849	0.999200	E
Rv3373	echA18	PROBABLE ENOYL-CoA HYDRATASE ECHA18 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) 	3	3	0	0	0.000000	NE
Rv3374	echA18.1	PROBABLE ENOYL-CoA HYDRATASE (FRAGMENT) ECHA18.1 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) 	2	2	0	0	-1.000000	S
Rv3375	amiD	PROBABLE AMIDASE AMID (ACYLAMIDASE) (ACYLASE) 	11	21	3	68	0.000000	NE
Rv3376	-	hypothetical protein Rv3376 	8	8	0	0	0.000000	NE
Rv3377c	-	POSSIBLE CYCLASE 	12	50	16	302	1.000000	E
Rv3378c	-	hypothetical protein Rv3378c 	4	37	16	311	1.000000	E
Rv3379c	dxs2	1-deoxy-D-xylulose-5-phosphate synthase 	15	26	4	153	0.000000	NE
Rv3380c	-	PROBABLE TRANSPOSASE 	0	1	1	2	-1.000000	S
Rv3381c	-	PROBABLE TRANSPOSASE 	0	0	0	0	-1.000000	S
Rv3382c	lytB1	PROBABLE LYTB-RELATED PROTEIN LYTB1 	7	11	2	10	0.000000	NE
Rv3383c	idsB	POSSIBLE POLYPRENYL SYNTHETASE IDSB (POLYPRENYL TRANSFERASE) (POLYPRENYL DIPHOSPHATE SYNTHASE) 	9	17	5	170	0.000000	NE
Rv3384c	-	hypothetical protein Rv3384c 	1	2	1	2	-1.000000	S
Rv3385c	-	hypothetical protein Rv3385c 	2	3	1	2	0.000000	NE
Rv3386	-	POSSIBLE TRANSPOSASE 	5	8	2	62	0.000000	NE
Rv3387	-	POSSIBLE TRANSPOSASE 	3	5	2	69	0.000000	NE
Rv3388	PE_PGRS52	PE-PGRS FAMILY PROTEIN 	13	19	3	149	0.000000	NE
Rv3389c	-	POSSIBLE DEHYDROGENASE 	7	7	0	0	0.000000	NE
Rv3390	lpqD	PROBABLE CONSERVED LIPOPROTEIN LPQD 	10	11	1	2	0.000000	NE
Rv3391	acrA1	short chain dehydrogenase 	20	30	3	226	0.000000	NE
Rv3392c	cmaA1	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1) 	5	12	6	587	0.914500	U
Rv3393	iunH	PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE) 	6	9	3	142	0.000000	NE
Rv3394c	-	hypothetical protein Rv3394c 	10	11	1	2	0.000000	NE
Rv3395A	-	PROBABLE MEMBRANE PROTEIN 	5	8	2	76	0.000000	NE
Rv3395c	-	hypothetical protein Rv3395c 	3	4	1	2	0.000000	NE
Rv3396c	guaA	bifunctional GMP synthase/glutamine amidotransferase protein 	0	15	15	1259	1.000000	E
Rv3397c	phyA	PROBABLE PHYTOENE SYNTHASE PHYA 	9	17	4	148	0.000000	NE
Rv3398c	idsA1	PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPHOSPHATE SYNTHASE) (FARNESYL-PYROPHOSPHATE SYNTHETASE) (FARNESYL DIPHOSPHATE SYNTHETASE) (FPP SYNTHETASE) + FARNESYLTRANSTRANSFERASE (GERANYLGERANYL-DIPHOSPHATE SYNTHASE) 	3	8	4	527	0.484700	U
Rv3399	-	hypothetical protein Rv3399 	9	15	4	81	0.000000	NE
Rv3400	-	PROBABLE HYDROLASE 	4	11	3	273	0.021300	NE
Rv3401	-	hypothetical protein Rv3401 	26	32	2	42	0.000000	NE
Rv3402c	-	hypothetical protein Rv3402c 	20	25	2	13	0.000000	NE
Rv3403c	-	hypothetical protein Rv3403c 	20	21	1	2	0.000000	NE
Rv3404c	-	hypothetical protein Rv3404c 	9	9	0	0	0.000000	NE
Rv3405c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	7	2	60	0.000000	NE
Rv3406	-	PROBABLE DIOXYGENASE 	12	14	1	2	0.000000	NE
Rv3407	-	hypothetical protein Rv3407 	2	2	0	0	-1.000000	S
Rv3408	-	hypothetical protein Rv3408 	6	7	1	2	0.000000	NE
Rv3409c	choD	PROBABLE CHOLESTEROL OXIDASE PRECURSOR CHOD (CHOLESTEROL-O2 OXIDOREDUCTASE) 	13	19	3	371	0.055700	U
Rv3410c	guaB3	inositol-5-monophosphate dehydrogenase 	0	12	12	997	1.000000	E
Rv3411c	guaB2	inositol-5-monophosphate dehydrogenase 	0	11	11	1294	0.999900	E
Rv3412	-	hypothetical protein Rv3412 	8	9	1	2	0.000000	NE
Rv3413c	-	HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	3	4	1	2	0.000000	NE
Rv3414c	sigD	RNA polymerase sigma factor SigD 	6	7	1	2	0.000000	NE
Rv3415c	-	hypothetical protein Rv3415c 	5	9	3	59	0.000000	NE
Rv3416	whiB3	TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB3 	4	4	0	0	0.000000	NE
Rv3417c	groEL	chaperonin GroEL 	7	14	2	195	0.000100	NE
Rv3418c	groES	co-chaperonin GroES 	0	4	4	47	-1.000000	S
Rv3419c	gcp	O-sialoglycoprotein endopeptidase 	4	12	3	131	0.000000	NE
Rv3420c	rimI	PROBABLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMI (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S18) 	6	10	2	44	0.000000	NE
Rv3421c	-	hypothetical protein Rv3421c 	4	11	3	225	0.000100	NE
Rv3422c	-	hypothetical protein Rv3422c 	1	5	3	143	0.000000	NE
Rv3423c	alr	alanine racemase 	0	19	19	1081	1.000000	E
Rv3424c	-	hypothetical protein Rv3424c 	1	2	1	2	-1.000000	S
Rv3425	PPE57	PPE FAMILY PROTEIN 	11	16	2	64	0.000000	NE
Rv3426	PPE58	PPE FAMILY PROTEIN 	5	17	6	207	0.001000	NE
Rv3427c	-	POSSIBLE TRANSPOSASE 	4	7	3	205	0.000200	NE
Rv3428c	-	POSSIBLE TRANSPOSASE 	6	15	3	205	0.000000	NE
Rv3429	PPE59	PPE FAMILY PROTEIN 	14	20	3	102	0.000000	NE
Rv3430c	-	POSSIBLE TRANSPOSASE 	18	20	2	55	0.000000	NE
Rv3431c	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	6	9	2	12	0.000000	NE
Rv3432c	gadB	PROBABLE GLUTAMATE DECARBOXYLASE GADB 	19	21	1	2	0.000000	NE
Rv3433c	-	hypothetical protein Rv3433c 	2	7	3	198	0.000000	NE
Rv3434c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	11	2	27	0.000000	NE
Rv3435c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	12	3	177	0.000000	NE
Rv3436c	glmS	D-fructose-6-phosphate amidotransferase 	0	25	25	1570	1.000000	E
Rv3437	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	6	8	1	2	0.000000	NE
Rv3438	-	hypothetical protein Rv3438 	4	12	4	144	0.000000	NE
Rv3439c	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	9	9	0	0	0.000000	NE
Rv3440c	-	hypothetical protein Rv3440c 	6	7	1	2	0.000000	NE
Rv3441c	mrsA	PROBABLE PHOSPHO-SUGAR MUTASE / MRSA PROTEIN HOMOLOG 	0	14	14	713	1.000000	E
Rv3442c	rpsI	30S ribosomal protein S9 	0	6	6	312	0.995700	E
Rv3443c	rplM	50S ribosomal protein L13 	0	6	6	374	0.986100	U
Rv3444c	esxT	PUTATIVE ESAT-6 LIKE PROTEIN ESXT 	3	3	0	0	-1.000000	S
Rv3445c	esxU	ESAT-6 LIKE PROTEIN ESXU 	2	3	1	2	0.000000	NE
Rv3446c	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	11	14	1	2	0.000000	NE
Rv3447c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	20	46	5	320	0.063400	U
Rv3448	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	22	3	35	0.000000	NE
Rv3449	mycP4	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP4 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-4) 	12	17	2	43	0.000000	NE
Rv3450c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	12	0	0	0.000000	NE
Rv3451	cut3	PROBABLE CUTINASE PRECURSOR CUT3 	12	15	2	28	0.000000	NE
Rv3452	cut4	PROBABLE CUTINASE PRECURSOR CUT4 	6	7	1	2	0.000000	NE
Rv3453	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	9	1	2	0.000000	NE
Rv3454	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	14	24	3	82	0.000000	NE
Rv3455c	truA	tRNA pseudouridine synthase A 	1	12	8	384	0.981100	U
Rv3456c	rplQ	50S ribosomal protein L17 	0	6	6	255	0.997700	E
Rv3457c	rpoA	DNA-directed RNA polymerase subunit alpha 	0	11	11	875	0.999900	E
Rv3458c	rpsD	30S ribosomal protein S4 	0	10	10	450	0.999800	E
Rv3459c	rpsK	30S ribosomal protein S11 	0	2	2	350	-1.000000	S
Rv3460c	rpsM	30S ribosomal protein S13 	0	8	8	259	0.999500	E
Rv3461c	rpmJ	50S ribosomal protein L36 	0	2	2	63	-1.000000	S
Rv3462c	infA	translation initiation factor IF-1 	0	4	4	187	0.983000	U
Rv3463	-	hypothetical protein Rv3463 	12	17	2	25	0.000000	NE
Rv3464	rmlB	dTDP-GLUCOSE 4,6-DEHYDRATASE RMLB 	0	20	20	862	1.000000	E
Rv3465	rmlC	dTDP-4-DEHYDRORHAMNOSE 3,5-EPIMERASE RMLC (dTDP-4-KETO-6-DEOXYGLUCOSE 3,5-EPIMERASE) (dTDP-L-RHAMNOSE SYNTHETASE) (THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE) 	0	8	8	372	0.998500	E
Rv3466	-	hypothetical protein Rv3466 	1	3	2	182	0.000000	NE
Rv3467	-	hypothetical protein Rv3467 	2	2	0	0	-1.000000	S
Rv3468c	-	POSSIBLE DTDP-GLUCOSE 4,6-DEHYDRATASE 	8	16	4	245	0.001500	NE
Rv3469c	mhpE	4-hydroxy-2-ketovalerate aldolase 	8	12	2	59	0.000000	NE
Rv3470c	ilvB2	PROBABLE ACETOLACTATE SYNTHASE (LARGE SUBUNIT) ILVB2 (AHAS) (ACETOHYDROXY-ACID SYNTHASE LARGE SUBUNIT) (ALS) 	7	16	6	402	0.672100	U
Rv3471c	-	hypothetical protein Rv3471c 	5	6	1	2	0.000000	NE
Rv3472	-	hypothetical protein Rv3472 	9	11	2	9	0.000000	NE
Rv3473c	bpoA	POSSIBLE PEROXIDASE BPOA (NON-HAEM PEROXIDASE) 	7	8	1	2	0.000000	NE
Rv3474	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	0	0	0	0	-1.000000	S
Rv3475	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	0	0	0	0	-1.000000	S
Rv3476c	kgtP	PROBABLE DICARBOXYLIC ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN KGTP (DICARBOXYLATE TRANSPORTER) 	30	35	2	136	0.000000	NE
Rv3477	PE31	PE FAMILY PROTEIN 	4	5	1	2	0.000000	NE
Rv3478	PPE60	PE FAMILY PROTEIN 	7	12	2	36	0.000000	NE
Rv3479	-	POSSIBLE TRANSMEMBRANE PROTEIN 	29	34	2	46	0.000000	NE
Rv3480c	-	hypothetical protein Rv3480c 	20	28	2	65	0.000000	NE
Rv3481c	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	7	8	1	2	0.000000	NE
Rv3482c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	9	10	1	2	0.000000	NE
Rv3483c	-	hypothetical protein Rv3483c 	9	9	0	0	0.000000	NE
Rv3484	cpsA	POSSIBLE CONSERVED PROTEIN CPSA 	6	27	7	251	0.024400	NE
Rv3485c	-	short chain dehydrogenase 	8	10	2	21	0.000000	NE
Rv3486	-	hypothetical protein Rv3486 	6	6	0	0	0.000000	NE
Rv3487c	lipF	PROBABLE ESTERASE/LIPASE LIPF 	12	13	1	2	0.000000	NE
Rv3488	-	hypothetical protein Rv3488 	2	4	1	2	-1.000000	S
Rv3489	-	hypothetical protein Rv3489 	0	2	2	49	-1.000000	S
