Significant Interactions	Orf	Gene	Nobs	intercept	coefficient sgRNA_strength	coefficient concentration dependence	pval intercept	pval sgRNA_strength	pval concentration dependence	qval concentration dependence	Z score of concentration dependence
0	RVBD2059	RVBD2059	15	1.054513	0.358369	0.023708	0.0	0.0	0.148922	0.219604	4.88695
-1	RVBD2704	RVBD2704	5	0.357501	-0.166147	-0.091655	2e-06	0.057444	3e-06	1.2e-05	-18.95213
1	RVBD2158c	murE	102	1.220378	0.110656	0.058898	0.0	0.0	0.0	0.0	12.158755
0	RVBD0098	fcoT	11	0.898332	0.214946	-0.026811	0.0	0.0	0.093674	0.149782	-5.552502
1	RVBD2144c	RVBD2144c	20	1.971628	0.499092	0.182222	0.0	0.0	0.0	0.0	37.642929
1	RVBD0484c	RVBD0484c	5	1.593849	0.714788	0.122729	0.0	9e-06	3e-06	1.2e-05	25.349053
0	RVBD2896c	RVBD2896c	6	0.596165	-0.550877	0.006965	0.0	0.0	0.652131	0.733693	1.427108
0	RVBD1834	lipZ	9	1.301531	0.492076	0.044175	0.0	0.0	0.03998	0.072057	9.116334
0	RVBD3203	lipV	7	1.047989	0.266964	0.011408	0.0	0.0	0.561999	0.655287	2.345228
0	RVBD1260	RVBD1260	13	0.935307	0.106288	0.006997	0.0	0.058288	0.701374	0.773158	1.433721
1	RVBD1013	pks16	20	12.990612	0.944293	2.296168	0.0	8e-05	0.0	0.0	474.47734
1	RVBD0169	mce1A	13	0.875213	0.164349	0.062352	0.0	0.0	3.1e-05	0.000111	12.872504
0	RVBD2890c	rpsB	63	0.912316	0.13309	0.005371	0.0	0.0	0.728429	0.795169	1.097718
-1	RVBD2894c	xerC	5	0.391376	0.149743	-0.086178	5e-06	0.0	6.6e-05	0.000224	-17.820341
0	RVBD3727	RVBD3727	18	0.873949	0.405418	-0.020693	0.0	0.0	0.090811	0.14585	-4.288253
0	RVBD1585c	RVBD1585c	4	1.091236	0.249786	0.034283	0.0	5e-06	0.159111	0.23192	7.072211
-1	RVBD2362c	recO	31	0.87174	0.102117	-0.055796	0.0	0.0	2e-05	7.4e-05	-11.54208
-1	RVBD0503c	cmaA2	10	-0.593406	0.308523	-0.323788	0.0	5.8e-05	0.0	0.0	-66.921039
-1	RVBD0818	RVBD0818	8	-0.042632	0.175826	-0.245568	0.625076	0.0	0.0	0.0	-50.757339
-1	RVBD1640c	lysX	29	0.190562	0.307929	-0.196271	0.000643	0.0	0.0	0.0	-40.570407
0	RVBD1883c	RVBD1883c	5	1.038852	0.490864	0.016332	0.0	0.0	0.436431	0.536278	3.362743
0	RVBD3482c	RVBD3482c	6	1.102383	0.190035	0.042005	0.0	0.0	0.055767	0.096299	8.667917
0	RVBD1415	ribA2	74	0.504103	0.100686	-0.023219	0.0	0.0	0.089018	0.143187	-4.810236
0	RVBD0146	RVBD0146	7	0.932031	0.213293	-0.002697	0.0	0.0	0.903586	0.931254	-0.569487
-1	RVBD1887	RVBD1887	7	0.463255	0.468276	-0.11805	0.0	4.3e-05	0.0	0.0	-24.406501
1	RVBD0760c	RVBD0760c	6	1.113763	-0.372166	0.062508	0.0	0.171305	0.019786	0.03867	12.90474
1	RVBD1497	lipL	11	1.28213	0.162558	0.080278	0.0	0.002288	3e-06	1.2e-05	16.576805
1	RVBD3606c	folK	65	1.316374	0.158287	0.084996	0.0	0.0	0.0	0.0	17.551752
0	RVBD1325c	PE-PGRS24	7	0.848924	0.216382	0.003286	0.0	0.0	0.904977	0.932212	0.666865
1	RVBD2189c	RVBD2189c	6	1.297688	0.268939	0.080916	0.0	0.000724	0.00445	0.010294	16.708644
-1	RVBD2131c	cysQ	7	0.353785	0.243839	-0.11317	0.000395	0.0	1.1e-05	4.2e-05	-23.398077
1	RVBD1021	RVBD1021	6	1.960081	0.438042	0.188697	0.0	0.0	2e-06	8e-06	38.980949
1	RVBD2328	PE23	9	1.363266	0.664446	0.057989	0.0	5e-06	0.002423	0.006	11.970915
0	RVBD2463	lipP	6	1.088033	0.376057	0.014199	0.0	0.047624	0.467515	0.566545	2.921972
1	RVBD0039c	RVBD0039c	5	1.803774	0.391504	0.181833	0.0	1e-06	2.5e-05	9e-05	37.562544
0	RVBD0177	RVBD0177	7	0.744918	0.246076	0.027584	0.0	0.0	0.079752	0.13073	5.687902
1	RVBD0597c	RVBD0597c	7	1.321434	0.291847	0.09264	0.0	0.000106	4.6e-05	0.00016	19.131339
1	RVBD2698	RVBD2698	42	1.234483	0.188683	0.071192	0.0	4e-05	0.0	0.0	14.699237
0	RVBD3289c	RVBD3289c	7	0.743543	0.168689	-0.019904	0.0	0.0	0.337294	0.434833	-4.125211
0	RVBD3573c	fadE34	16	0.926744	0.179955	0.002729	0.0	0.0	0.860438	0.901975	0.551764
0	RVBD3449	mycP4	5	1.197255	0.294307	0.074504	0.0	0.040476	0.141769	0.210982	15.383642
1	RVBD1775	RVBD1775	7	1.357053	0.467133	0.044531	0.0	0.0	0.001982	0.005025	9.1899
1	RVBD3493c	RVBD3493c	4	1.789702	-0.033173	0.211304	0.0	0.67815	8e-06	3.1e-05	43.652552
0	RVBD0959A	vapB9	7	0.64605	-0.280459	0.009955	0.0	0.002858	0.600139	0.690981	2.044974
1	RVBD3283	sseA	7	1.286469	0.46098	0.057199	0.0	0.0	0.001167	0.003136	11.807667
-1	RVBD1300	hemK	77	0.038739	0.123964	-0.179465	0.310262	0.0	0.0	0.0	-37.097546
0	RVBD2659c	RVBD2659c	7	1.106293	0.231995	0.037875	0.0	0.017104	0.154828	0.226576	7.814477
-1	RVBD2318	uspC	26	0.648698	0.12642	-0.043634	0.0	0.0	0.011805	0.024639	-9.028875
0	RVBD3468c	RVBD3468c	12	0.790149	0.197881	-0.027337	0.0	0.0	0.098297	0.155695	-5.661197
1	RVBD2132	RVBD2132	4	1.390718	1.325696	0.072857	0.0	0.0	0.001164	0.00313	15.0433
0	RVBD2547	RVBD2547	4	0.777597	-2.590393	0.025605	0.0	3e-06	0.253513	0.341997	5.278954
0	RVBD3022A	PE29	2	1.357567	0.780019	0.048289	0.0	0.000484	0.037946	0.068759	9.966468
-1	RVBD3715c	recR	6	0.775242	0.28603	-0.06064	0.0	0.0	0.00026	0.000802	-12.543064
1	RVBD0506	mmpS2	5	2.493748	0.713991	0.307866	0.0	0.304011	0.001609	0.004195	63.606517
0	RVBD0753c	mmsA	8	1.159782	0.468628	0.041488	0.0	0.0	0.139003	0.208092	8.561082
-1	RVBD2517c	RVBD2517c	7	0.65663	0.295491	-0.070135	0.0	0.0	0.000855	0.002365	-14.50515
-1	RVBD1211	RVBD1211	4	-1.150373	-0.017857	-0.155321	0.0	0.275605	0.0	0.0	-32.108332
-1	RVBD3752c	RVBD3752c	49	0.494258	0.129722	-0.081552	0.0	0.0	0.0	0.0	-16.864405
-1	RVBD6014	tRNA-Ala	2	-0.896026	0.013392	-0.098233	0.0	0.144165	2e-05	7.4e-05	-20.311435
0	RVBD3739c	PPE67	22	1.00614	0.28747	0.005503	0.0	0.0	0.665793	0.743804	1.124995
-1	RVBD3003c	ilvB1	175	0.223976	0.109031	-0.081829	0.0	0.0	0.0	0.0	-16.921646
1	RVBD0789c	RVBD0789c	9	1.146603	0.217204	0.067206	0.0	0.001678	0.0022	0.005485	13.875554
1	RVBD3858c	gltD	132	1.606449	0.095333	0.221038	0.0	0.0	0.0	0.0	45.664025
-1	RVBD0430	RVBD0430	23	-0.303492	0.078499	-0.124174	0.009524	0.0	1.6e-05	6e-05	-25.671989
-1	RVBD1023	eno	86	0.12538	0.081146	-0.064971	0.001308	0.0	0.0	0.0	-13.43804
0	RVBD1474c	RVBD1474c	7	1.219048	0.510025	0.022371	0.0	0.0	0.24315	0.330445	4.610667
1	RVBD0284	eccC3	392	2.851302	0.191062	0.377305	0.0	0.0	0.0	0.0	77.955674
1	RVBD2227	RVBD2227	5	1.055188	0.011474	0.050275	0.0	0.950754	0.006126	0.013712	10.376863
-1	RVBD3685c	cyp137	10	0.543595	0.20737	-0.071586	0.0	0.0	0.002168	0.005418	-14.80499
-1	RVBD0129c	fbpC	13	0.660239	0.273583	-0.047579	0.0	0.0	0.00832	0.018057	-9.844086
1	RVBD2998	RVBD2998	7	1.04798	-0.226294	0.052955	0.0	0.075744	0.008353	0.018092	10.930669
1	RVBD3036c	TB22.2	8	1.805637	0.24051	0.156777	0.0	0.0	0.0	0.0	32.38487
1	RVBD0071	RVBD0071	6	1.176089	0.310874	0.046348	0.0	0.0	0.010492	0.022222	9.565372
-1	RVBD2538c	aroB	82	0.448901	0.117994	-0.113966	0.0	0.0	0.0	0.0	-23.562566
0	RVBD2329c	narK1	18	1.061994	0.216252	0.025465	0.0	0.0	0.043917	0.078344	5.250024
-1	RVBD2969c	RVBD2969c	85	0.396836	0.091709	-0.041889	0.0	0.0	0.001289	0.003432	-8.668281
-1	RVBD3126c	RVBD3126c	7	0.649367	0.243569	-0.083663	0.0	0.0	5.8e-05	0.000199	-17.300631
1	RVBD1159A	RVBD1159A	4	1.40336	0.748047	0.079229	0.0	7e-06	0.005209	0.011866	16.360036
0	RVBD1453	RVBD1453	6	0.963939	0.262145	0.005436	0.0	0.0	0.762883	0.822773	1.111149
0	RVBD3357	relJ	6	0.862422	0.069414	0.0094	0.0	0.31159	0.675857	0.750973	1.930287
0	RVBD3658c	RVBD3658c	6	0.996326	0.214455	0.006462	0.0	0.0	0.788385	0.841791	1.323166
0	RVBD2261c	RVBD2261c	7	0.970074	0.243618	-0.006827	0.0	0.0	0.795272	0.846181	-1.422927
1	RVBD2828c	RVBD2828c	4	0.601623	-0.509283	0.185259	0.101232	0.000222	0.023447	0.044925	38.270507
-1	RVBD2882c	frr	20	0.406135	0.11801	-0.08741	0.0	0.0	2e-06	8e-06	-18.074926
1	RVBD1595	nadB	124	1.037235	0.108802	0.026802	0.0	0.0	0.000392	0.001168	5.526307
1	RVBD2827c	RVBD2827c	82	1.066587	0.121884	0.043564	0.0	0.0	6e-05	0.000205	8.990075
0	RVBD1261c	RVBD1261c	6	1.174955	0.516182	0.043821	0.0	0.004057	0.077321	0.127313	9.043182
0	RVBD0401	RVBD0401	6	0.800451	0.175898	-0.008502	0.0	0.0	0.697594	0.769621	-1.769056
0	RVBD1163	narJ	5	0.892384	-0.690888	0.051435	0.0	0.0	0.054369	0.094251	10.61657
0	RVBD0620	galK	5	1.068306	0.186381	0.031201	0.0	0.0	0.18872	0.266704	6.435334
-1	RVBD1609	trpE	136	0.3992	0.106694	-0.124783	0.0	0.0	0.0	0.0	-25.797835
1	RVBD1761c	RVBD1761c	7	1.130676	0.006189	0.067346	0.0	0.908284	0.003219	0.007748	13.904484
0	RVBD0660c	mazE2	5	0.770972	-0.381189	-0.046023	5e-06	0.061875	0.239658	0.326903	-9.522548
0	RVBD0433	RVBD0433	5	1.118079	0.325982	0.008924	0.0	0.0	0.716114	0.785121	1.831924
1	RVBD1957	RVBD1957	5	3.006005	0.334855	0.423966	0.0	0.0	0.0	0.0	87.597893
1	RVBD2215	dlaT	9	0.85385	0.027243	0.181646	0.0	0.013786	0.0	0.0	37.523902
1	RVBD2622	RVBD2622	5	1.545997	2.274707	0.108423	0.0	0.013829	0.001292	0.003438	22.392803
-1	RVBD0542c	menE	85	0.632748	0.120853	-0.069976	0.0	0.0	0.0	0.0	-14.472293
0	RVBD1076	lipU	10	1.285693	0.293719	0.040201	0.0	0.0	0.030892	0.057314	8.295131
0	RVBD1714	RVBD1714	7	0.991707	0.186545	0.02813	0.0	0.0	0.136487	0.204857	5.80073
-1	RVBD1253	deaD	16	0.121673	0.163468	-0.146696	0.127133	0.0	0.0	0.0	-30.326027
0	RVBD2561	RVBD2561	6	0.864385	-0.657703	0.039963	0.0	1e-06	0.101276	0.159724	8.245949
0	RVBD2571c	RVBD2571c	8	0.866322	0.155774	-0.00038	0.0	0.0	0.986787	0.989482	-0.090692
0	RVBD1373	RVBD1373	9	1.049862	0.241805	0.005339	0.0	0.0	0.716818	0.785457	1.091105
-1	RVBD2980	RVBD2980	6	0.643338	0.312487	-0.078164	1.6e-05	0.0	0.025292	0.048035	-16.164295
0	RVBD2768c	PPE43	6	0.989019	0.248422	0.027335	0.0	5.6e-05	0.269633	0.359659	5.636448
-1	RVBD0179c	lprO	13	-0.942634	0.053816	-0.344742	0.0	0.270965	0.0	0.0	-71.251059
-1	RVBD1436	gap	54	0.224517	0.063961	-0.056629	1e-06	0.0	1e-06	4e-06	-11.714215
1	RVBD1516c	RVBD1516c	11	1.128415	0.330438	0.038833	0.0	0.0	0.014392	0.029276	8.012442
0	RVBD2966c	RVBD2966c	6	1.113391	0.235267	0.037617	0.0	0.0	0.034627	0.06363	7.761162
0	RVBD3866	espG1	9	0.918949	0.250726	-0.015272	0.0	3.7e-05	0.30689	0.400883	-3.168036
0	RVBD3388	PE-PGRS52	4	0.944628	0.581623	-0.016999	0.0	0.0	0.546134	0.640957	-3.52491
0	RVBD2942	mmpL7	22	1.051436	0.517498	0.002097	0.0	0.0	0.851792	0.895411	0.421165
1	RVBD0077c	RVBD0077c	8	1.306166	0.597218	0.049321	0.0	0.0	0.007453	0.016387	10.179725
0	RVBD1530	adh	5	0.934305	0.195168	0.005113	0.0	0.0	0.817616	0.866531	1.044403
1	RVBD0174	mce1F	15	1.054422	0.163808	0.092974	0.0	0.0	0.0	0.0	19.200358
0	RVBD0067c	RVBD0067c	5	1.001682	0.149585	0.011743	0.0	0.0	0.492575	0.592645	2.414454
0	RVBD3803c	fbpD	7	0.703185	0.016087	-0.030368	0.0	0.849142	0.275446	0.366324	-6.287535
0	RVBD1663	pks17	13	1.103185	0.256321	0.028654	0.0	0.0	0.052139	0.090928	5.909012
0	RVBD1487	RVBD1487	9	1.081382	0.189767	0.032267	0.0	0.0	0.080748	0.131907	6.655617
1	RVBD1212c	glgA	5	1.256133	0.256747	0.075554	0.0	0.0	0.000675	0.0019	15.600619
0	tRNA-Tyr5	tRNA-Tyr5	10	-0.57814	0.034176	-0.043031	5e-06	0.0	0.071151	0.118556	-8.904269
1	RVBD1678	RVBD1678	7	1.496318	0.440491	0.070327	0.0	0.0	0.010846	0.022876	14.52049
0	RVBD2037c	RVBD2037c	10	0.713229	0.289557	-0.044634	0.0	0.0	0.047225	0.083485	-9.235519
0	RVBD2920c	amt	17	0.954391	0.26657	-0.008726	0.0	0.0	0.546111	0.640957	-1.815344
1	RVBD1584c	RVBD1584c	5	1.348059	-0.339081	0.111791	0.0	0.011644	0.000112	0.000365	23.08878
0	RVBD1105	RVBD1105	5	1.337202	0.528831	0.027983	0.0	1e-06	0.423351	0.52339	5.770353
-1	RVBD1110	lytB2	103	0.168036	0.099972	-0.115226	0.000525	0.0	0.0	0.0	-23.822938
-1	RVBD1659	argH	120	0.264936	0.12124	-0.116831	0.0	0.0	0.0	0.0	-24.154601
-1	RVBD0202c	mmpL11	14	0.15406	0.233214	-0.155651	0.081378	0.0	0.0	0.0	-32.176524
0	RVBD0693	pqqE	9	0.798533	0.17121	-0.019903	0.0	0.0	0.177522	0.253956	-4.125005
0	RVBD1885c	RVBD1885c	6	1.127125	0.712513	0.027751	0.0	8e-06	0.287917	0.38021	5.722412
-1	RVBD2173	idsA2	8	-0.260703	0.156675	-0.253157	0.090748	0.0	0.0	0.0	-52.325561
-1	RVBD0531	RVBD0531	5	0.293496	0.131075	-0.148683	0.014164	0.0	2e-06	8e-06	-30.736628
1	RVBD1793	esxN	2	1.350864	0.142366	0.104626	1e-05	1.9e-05	0.002004	0.005075	21.608175
0	tRNA-His29	tRNA-His29	6	0.124117	0.082197	-0.017969	0.483188	0.0	0.604939	0.695516	-3.725355
1	RVBD0328	RVBD0328	6	1.121188	0.012867	0.045811	0.0	0.871772	0.014703	0.029812	9.454404
1	RVBD0971c	echA7	6	1.395519	0.786211	0.075286	0.0	0.000498	0.01979	0.03867	15.545238
-1	RVBD0001	dnaA	109	-0.370172	0.066614	-0.07843	0.0	0.0	0.0	0.0	-16.219262
-1	RVBD0993	galU	114	0.404519	0.109349	-0.110928	0.0	0.0	0.0	0.0	-22.934781
0	RVBD2548A	RVBD2548A	6	-0.852827	0.038676	-0.001551	0.0	0.0	0.964476	0.973766	-0.332673
0	RVBD0317c	glpQ2	8	0.500872	-0.032424	-0.025882	9.7e-05	0.473426	0.431429	0.531101	-5.36053
-1	RVBD2918c	glnD	7	0.799701	0.194817	-0.028505	0.0	0.0	0.025217	0.047975	-5.902557
0	RVBD2803	RVBD2803	7	1.200696	0.902799	0.021541	0.0	0.0	0.339175	0.436979	4.439152
1	RVBD2939	papA5	25	1.105198	0.278911	0.03082	0.0	0.0	0.018732	0.036853	6.356603
0	RVBD3639c	RVBD3639c	8	0.686057	0.207886	-0.057916	0.0	0.0	0.042439	0.076183	-11.980166
0	RVBD0115	hddA	17	0.91665	0.14896	-0.010631	0.0	0.0	0.528935	0.626317	-2.209001
-1	RVBD3267	RVBD3267	8	-1.901995	0.001674	-0.512147	0.0	0.98576	0.0	0.0	-105.84431
1	RVBD3496c	mce4D	5	1.117841	-0.224071	0.105475	6e-06	0.604849	0.006438	0.01435	21.783616
0	RVBD3589	mutY	6	0.892803	0.235195	-0.04095	0.0	0.137271	0.128484	0.194506	-8.474242
-1	RVBD1421	RVBD1421	6	-0.619458	0.072499	-0.277455	5e-06	2.6e-05	0.0	0.0	-57.346599
0	RVBD0367c	RVBD0367c	5	1.868679	0.372574	0.163632	0.0	0.000463	0.057764	0.099154	33.801415
1	RVBD0254c	cobU	6	1.581664	0.513651	0.110386	0.0	0.0	7.6e-05	0.000256	22.798445
-1	RVBD2794c	pptT	87	0.553353	0.117124	-0.088566	0.0	0.0	0.0	0.0	-18.313807
-1	RVBD0949	uvrD1	11	-0.193696	0.116877	-0.20318	0.016843	0.0	0.0	0.0	-41.99811
0	RVBD1019	RVBD1019	5	0.653775	0.227583	-0.072944	2.8e-05	0.0	0.042648	0.076401	-15.085613
1	RVBD1651c	PE-PGRS30	14	1.213235	0.250205	0.052324	0.0	0.0	0.002398	0.005949	10.800277
1	RVBD1290c	RVBD1290c	20	1.297099	0.392603	0.051413	0.0	0.0	0.003727	0.008798	10.612024
1	RVBD0264c	RVBD0264c	5	1.373012	0.189617	0.10622	0.0	0.062146	0.000231	0.000719	21.937566
-1	RVBD0058	dnaB	204	-0.335155	0.084994	-0.146888	0.0	0.0	0.0	0.0	-30.365702
1	RVBD0893c	RVBD0893c	8	1.380348	0.180392	0.084797	0.0	0.0	0.000284	0.000871	17.51063
0	RVBD0967	csoR	5	0.955519	0.136727	0.027975	0.0	0.015099	0.113431	0.175579	5.7687
-1	RVBD3804c	fbpA	7	0.009963	0.210622	-0.173519	0.949746	0.0	1e-06	4e-06	-35.868841
-1	RVBD1389	gmk	53	0.512526	0.116618	-0.055916	0.0	0.0	0.00017	0.000539	-11.566878
0	RVBD1447c	zwf2	23	0.904599	0.087044	0.035575	0.0	0.0	0.035656	0.065274	7.339195
-1	RVBD0561c	RVBD0561c	13	0.240594	0.217442	-0.101214	0.000439	0.0	0.0	0.0	-20.927441
0	RVBD2563	RVBD2563	12	1.040536	0.428346	0.006927	0.0	0.0	0.788709	0.841859	1.419256
0	RVBD1104	RVBD1104	6	0.890612	0.041629	0.013733	0.0	0.735784	0.605361	0.695803	2.825675
-1	RVBD3717	RVBD3717	6	-0.971903	0.158852	-0.363294	6.2e-05	3e-06	0.0	0.0	-75.08472
0	RVBD3499c	mce4A	7	0.999532	0.218618	0.035287	0.0	0.032153	0.075261	0.124616	7.279682
0	RVBD0544c	RVBD0544c	6	0.530157	0.119459	-0.009139	4e-06	0.0	0.737285	0.8031	-1.900688
1	RVBD2690c	RVBD2690c	21	12.303769	0.674021	1.896415	0.0	1e-06	0.0	0.0	391.870752
-1	RVBD2337c	RVBD2337c	9	0.823644	0.391408	-0.045369	0.0	0.0	0.005948	0.013361	-9.387403
1	RVBD1144Ac	RVBD1144Ac	5	2.587218	-0.863562	0.37944	0.0	0.114588	0.0	0.0	78.396859
-1	RVBD1459c	RVBD1459c	206	-0.594372	0.120686	-0.355629	0.0	0.0	0.0	0.0	-73.500793
-1	RVBD2397c	cysA1	90	0.148498	0.38862	-0.159139	9e-06	0.0	0.0	0.0	-32.897299
0	RVBD2002	fabG3	9	0.984997	0.377988	0.011421	0.0	0.0	0.592499	0.683939	2.347914
-1	RVBD2176	pknL	12	0.073682	0.208846	-0.151049	0.1327	0.0	0.0	0.0	-31.225548
0	RVBD1106c	RVBD1106c	9	0.852886	0.12884	-0.020243	0.0	0.0	0.291229	0.383901	-4.195264
1	RVBD1730c	RVBD1730c	12	1.528758	0.165684	0.133768	0.0	0.0	0.0001	0.00033	27.630197
0	RVBD3776	RVBD3776	12	0.747588	0.03905	-0.023283	0.0	0.210254	0.139345	0.208373	-4.823462
-1	RVBD1133c	metE	206	0.359232	0.107831	-0.133413	0.0	0.0	0.0	0.0	-27.581173
1	RVBD2159c	RVBD2159c	5	0.994792	0.201995	0.050915	0.0	8.1e-05	0.025571	0.048534	10.509115
0	RVBD0717	rpsN1	12	1.20899	0.123463	0.036642	0.0	0.0	0.158717	0.231512	7.559684
1	RVBD0908	ctpE	14	1.199417	0.30384	0.040135	0.0	0.0	0.026361	0.049753	8.281492
0	RVBD1890c	RVBD1890c	6	1.2105	0.045128	0.050916	0.0	0.894314	0.026711	0.050367	10.509322
-1	RVBD0637	hadC	6	-1.221937	0.08069	-0.429903	0.0	2.3e-05	0.0	0.0	-88.849075
0	RVBD0536	galE3	5	0.980209	0.072387	0.018683	0.0	0.613993	0.585885	0.677466	3.848564
0	RVBD1160	mutT2	6	1.024769	0.226529	0.037016	0.0	0.001651	0.10639	0.166361	7.636969
0	RVBD1670	RVBD1670	7	0.92344	0.212292	0.001996	0.0	0.000233	0.93883	0.956641	0.400294
0	RVBD0302	RVBD0302	8	1.060717	0.28501	0.013348	0.0	0.0	0.416588	0.516769	2.746117
1	RVBD0905	echA6	9	2.534946	0.326811	0.297955	0.0	0.000874	0.0	0.0	61.558467
1	RVBD1672c	RVBD1672c	16	1.152644	0.349418	0.04119	0.0	0.0	0.003619	0.008588	8.499502
0	RVBD1787	PPE25	6	1.184536	0.279539	0.040182	0.0	1e-06	0.188836	0.266775	8.291204
-1	RVBD2452c	RVBD2452c	6	0.176547	0.176988	-0.143534	0.006195	0.0	0.0	0.0	-29.672618
0	RVBD2478c	RVBD2478c	6	1.102234	0.686669	0.018246	0.0	0.0	0.226573	0.31214	3.75826
-1	RVBD3034c	RVBD3034c	74	0.312119	0.090619	-0.163798	0.0	0.0	0.0	0.0	-33.860054
0	RVBD3383c	idsB	5	1.178863	0.373935	0.009117	0.0	0.0	0.857065	0.899373	1.871806
-1	RVBD0014c	pknB	159	0.279455	0.108397	-0.158568	0.0	0.0	0.0	0.0	-32.779305
1	RVBD0546c	RVBD0546c	8	1.492748	1.499549	0.066123	0.0	0.0	0.00171	0.00443	13.651758
0	RVBD1193	fadD36	6	1.25143	0.023058	0.067395	0.0	0.843405	0.051502	0.090002	13.91461
0	RVBD1861	RVBD1861	6	0.805369	0.167606	-0.015733	0.0	0.0	0.49789	0.597364	-3.263299
0	RVBD3746c	PE34	5	1.143583	0.141469	0.041555	0.0	0.0	0.10791	0.168266	8.574927
0	RVBD3135	PPE50	4	0.618116	0.46321	-0.035305	0.000157	0.000413	0.16345	0.237302	-7.307737
-1	RVBD3869	eccB1	10	0.372491	0.206968	-0.114705	0.0	0.0	0.0	0.0	-23.715276
0	RVBD1948c	RVBD1948c	6	0.763356	0.00772	-0.021684	0.0	0.931051	0.421613	0.52156	-4.493038
0	RVBD3177	RVBD3177	8	0.89447	0.368576	0.002195	0.0	0.0	0.894442	0.924898	0.441416
-1	RVBD0504c	RVBD0504c	6	-0.735695	0.114219	-0.332906	0.0	0.0	0.0	0.0	-68.805219
1	RVBD3315c	cdd	5	1.149062	0.052137	0.074294	0.0	0.518295	0.017794	0.03523	15.340247
1	RVBD0778	cyp126	7	1.226131	0.310918	0.037845	0.0	0.0	0.017086	0.03402	7.808277
1	RVBD2862c	RVBD2862c	6	0.787066	-0.910891	0.057672	0.0	0.0	0.010937	0.023032	11.905409
0	RVBD0520	RVBD0520	6	0.808172	0.154727	-0.00656	0.0	0.0	0.693328	0.765961	-1.367753
1	RVBD0145	RVBD0145	7	1.11074	0.205015	0.04375	0.0	0.0	0.017008	0.03389	9.028511
0	RVBD2836c	dinF	12	0.872224	0.213433	-0.007621	0.0	0.0	0.595693	0.687233	-1.587002
0	RVBD2961	RVBD2961	5	0.965927	-0.276911	0.021698	0.0	0.17263	0.410833	0.511357	4.471595
-1	RVBD0488	RVBD0488	7	0.749071	0.220473	-0.058919	0.0	0.0	0.017764	0.035205	-12.18743
0	RVBD1335	cysO	8	1.034088	0.353686	0.020047	0.0	0.0	0.181631	0.258768	4.130426
0	RVBD0968	RVBD0968	5	0.927872	0.191954	0.029493	0.0	1e-05	0.044706	0.079545	6.082386
0	RVBD3769	RVBD3769	6	1.089932	0.881436	-0.044216	0.0	6e-06	0.202902	0.283571	-9.149142
-1	RVBD3040c	RVBD3040c	8	0.264662	0.181496	-0.266007	0.123696	0.0	0.0	0.0	-54.980938
-1	RVBD3791	dprE2	68	-0.524353	0.078958	-0.289029	0.0	0.0	0.0	0.0	-59.738297
0	RVBD2717c	RVBD2717c	6	0.998753	0.220861	0.009763	0.0	0.035102	0.682937	0.756966	2.005298
-1	RVBD1342c	RVBD1342c	50	0.781846	0.138169	-0.032284	0.0	0.0	0.001027	0.002795	-6.683465
1	RVBD3143	RVBD3143	5	0.590504	-0.649531	0.08263	2e-06	6.3e-05	0.002128	0.005339	17.062832
1	RVBD1339	RVBD1339	9	0.92276	0.095206	0.173558	0.0	0.0	0.0	0.0	35.852564
1	RVBD3574	kstR	6	1.487315	0.196627	0.13516	0.0	1e-06	0.0	0.0	27.917845
0	RVBD0331	RVBD0331	11	0.945051	0.172555	0.001154	0.0	0.0	0.942343	0.95848	0.2263
0	RVBD3021c	RVBD3021c	3	0.968435	0.439146	0.017855	0.0	0.0	0.492152	0.592313	3.677462
1	RVBD1910c	RVBD1910c	5	1.200895	0.262245	0.072013	0.0	0.024587	0.005959	0.013379	14.868892
0	RVBD0188	RVBD0188	7	1.176847	0.214729	0.044443	0.0	0.0	0.225412	0.310836	9.171715
0	RVBD1574	RVBD1574	8	0.79486	0.213226	-0.040871	1e-06	0.0	0.305524	0.399615	-8.457918
0	RVBD0640	rplK	5	0.356639	0.062387	0.029187	0.105044	0.0	0.490541	0.590902	6.019153
-1	RVBD0999	RVBD0999	8	0.50259	0.35278	-0.13856	0.0	0.0	0.0	0.0	-28.64477
1	RVBD1067c	PE-PGRS19	6	1.307219	0.17294	0.121336	0.0	0.0	0.000314	0.000951	25.061198
0	RVBD2741	PE-PGRS47	8	0.927018	0.226635	-0.010356	0.0	0.0	0.743615	0.807435	-2.152174
0	RVBD3495c	lprN	10	0.971438	0.248325	-0.008853	0.0	0.0	0.665906	0.743804	-1.841588
0	RVBD1077	cbs	6	1.180493	0.322385	0.015074	0.0	0.0	0.554957	0.648427	3.102785
0	RVBD0991c	RVBD0991c	8	0.93731	0.271595	-0.004242	0.00022	0.268014	0.939322	0.956641	-0.888752
1	RVBD1729c	RVBD1729c	6	1.209547	-0.348166	0.067466	0.0	0.293605	0.02079	0.040409	13.929281
1	RVBD2884	RVBD2884	7	1.214449	0.218971	0.054896	0.0	0.032531	0.002331	0.005794	11.331765
0	RVBD3345c	PE-PGRS50	12	0.876094	0.234196	-0.01189	0.0	0.0	0.488976	0.589492	-2.469166
0	RVBD3103c	RVBD3103c	5	1.19063	0.421309	0.054252	0.0	1e-06	0.061437	0.104438	11.198687
0	RVBD3887c	eccD2	12	0.952768	0.231362	0.012386	0.0	0.000568	0.39992	0.499931	2.547326
