#HMM - Genes
#Orf	Name	Desc	N	n0	n1	n2	n3	Avg. Insertions	Avg. Reads	State Call
Rv3015c	-	hypothetical protein Rv3015c 	9	2	0	7	0	0.6667	210.5	NE
Rv3016	lpqA	PROBABLE LIPOPROTEIN LPQA 	10	0	0	10	0	0.9000	141.2	NE
Rv3017c	esxQ	ESAT-6 LIKE PROTEIN ESXQ (TB12.9) (ESAT-6 LIKE PROTEIN 8) 	8	0	0	8	0	0.7500	166.3	NE
Rv3018A	PE27A	PE FAMILY PROTEIN 	0	0	0	0	0	nan	0.0	N/A
Rv3018c	PPE46	PPE FAMILY PROTEIN 	21	0	0	21	0	0.3333	434.7	NE
Rv3019c	esxR	SECRETED ESAT-6 LIKE PROTEIN ESXR (TB10.3) (ESAT-6 LIKE PROTEIN 9) 	8	0	0	8	0	0.6250	540.8	NE
Rv3020c	esxS	ESAT-6 LIKE PROTEIN ESXS 	7	0	7	0	0	0.4286	16.7	GD
Rv3021c	PPE47	PPE FAMILY PROTEIN 	17	0	14	3	0	0.0588	66.0	GD
Rv3022A	PE29	PE FAMILY PROTEIN 	6	0	0	6	0	0.8333	197.2	NE
Rv3022c	PPE48	PPE FAMILY PROTEIN 	0	0	0	0	0	nan	0.0	N/A
Rv3023c	-	PROBABLE TRANSPOSASE 	2	0	0	2	0	0.0000	0.0	NE
Rv3024c	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase 	13	13	0	0	0	0.0769	1.0	ES
Rv3025c	iscS	PROBABLE CYSTEINE DESULFURASE ISCS (NIFS PROTEIN HOMOLOG) (NITROGENASE METALLOCLUSTERS BIOSYNTHESIS PROTEIN NIFS) 	15	15	0	0	0	0.0000	0.0	ES
Rv3026c	-	hypothetical protein Rv3026c 	10	0	0	10	0	0.7000	480.3	NE
Rv3027c	-	hypothetical protein Rv3027c 	17	0	0	17	0	0.6471	433.4	NE
Rv3028c	fixB	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (ALPHA-SUBUNIT) FIXB (ALPHA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN LARGE SUBUNIT) (ETFLS) 	9	9	0	0	0	0.0000	0.0	ES
Rv3029c	fixA	PROBABLE ELECTRON TRANSFER FLAVOPROTEIN (BETA-SUBUNIT) FIXA (BETA-ETF) (ELECTRON TRANSFER FLAVOPROTEIN SMALL SUBUNIT) (ETFSS) 	6	6	0	0	0	0.0000	0.0	ES
Rv3030	-	hypothetical protein Rv3030 	10	9	0	1	0	0.1000	41.0	ES
Rv3031	-	hypothetical protein Rv3031 	20	20	0	0	0	0.0000	0.0	ES
Rv3032	-	POSSIBLE TRANSFERASE 	9	9	0	0	0	0.0000	0.0	ES
Rv3033	-	hypothetical protein Rv3033 	3	0	0	3	0	0.6667	112.0	NE
Rv3034c	-	POSSIBLE TRANSFERASE 	12	9	0	0	3	0.1667	862.5	ES
Rv3035	-	hypothetical protein Rv3035 	15	15	0	0	0	0.0000	0.0	ES
Rv3036c	TB22.2	PROBABLE CONSERVED SECRETED PROTEIN TB22.2 	14	0	0	14	0	0.7857	246.9	NE
Rv3037c	-	hypothetical protein Rv3037c 	14	0	0	14	0	0.7857	319.9	NE
Rv3038c	-	hypothetical protein Rv3038c 	10	10	0	0	0	0.0000	0.0	ES
Rv3039c	echA17	enoyl-CoA hydratase 	10	0	0	10	0	0.2000	67.0	NE
Rv3040c	-	hypothetical protein Rv3040c 	11	0	0	11	0	0.7273	76.2	NE
Rv3041c	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	8	0	0	8	0	0.5000	143.5	NE
Rv3042c	serB2	phosphoserine phosphatase 	11	0	11	0	0	0.0000	0.0	GD
Rv3043c	ctaD	PROBABLE CYTOCHROME C OXIDASE POLYPEPTIDE I CTAD (CYTOCHROME AA3 SUBUNIT 1) 	22	22	0	0	0	0.0000	0.0	ES
Rv3044	fecB	PROBABLE FEIII-DICITRATE-BINDING PERIPLASMIC LIPOPROTEIN FECB 	15	15	0	0	0	0.0000	0.0	ES
Rv3045	adhC	PROBABLE NADP-DEPENDENT ALCOHOL DEHYDROGENASE ADHC 	18	0	0	18	0	0.7222	177.5	NE
Rv3046c	-	hypothetical protein Rv3046c 	2	0	0	2	0	0.5000	66.0	NE
Rv3047c	-	hypothetical protein Rv3047c 	5	0	0	5	0	0.8000	124.2	NE
Rv3048c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	21	21	0	0	0	0.0000	0.0	ES
Rv3049c	-	PROBABLE MONOOXYGENASE 	29	0	0	29	0	0.8621	520.2	NE
Rv3050c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	7	0	0	7	0	0.4286	51.0	NE
Rv3051c	nrdE	ribonucleotide-diphosphate reductase subunit alpha 	50	50	0	0	0	0.0000	0.0	ES
Rv3052c	nrdI	ribonucleotide reductase stimulatory protein 	13	13	0	0	0	0.0000	0.0	ES
Rv3053c	nrdH	PROBABLE GLUTAREDOXIN ELECTRON TRANSPORT COMPONENT OF NRDEF (GLUTAREDOXIN-LIKE PROTEIN) NRDH 	8	0	0	8	0	0.0000	0.0	NE
Rv3054c	-	hypothetical protein Rv3054c 	5	0	0	5	0	1.0000	121.6	NE
Rv3055	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	0	0	7	0	0.7143	203.0	NE
Rv3056	dinP	DNA polymerase IV 	18	0	0	18	0	0.8333	400.5	NE
Rv3057c	-	short chain dehydrogenase 	16	0	0	16	0	0.8125	362.2	NE
Rv3058c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	0	0	9	0	0.6667	496.3	NE
Rv3059	cyp136	PROBABLE CYTOCHROME P450 136 CYP136 	22	0	0	22	0	0.9091	511.2	NE
Rv3060c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	24	0	0	24	0	0.5833	207.3	NE
Rv3061c	fadE22	PROBABLE ACYL-CoA DEHYDROGENASE FADE22 	21	0	0	21	0	0.7143	269.9	NE
Rv3062	ligB	ATP-dependent DNA ligase 	18	0	0	18	0	0.6667	356.9	NE
Rv3063	cstA	PROBABLE CARBON STARVATION PROTEIN A HOMOLOG CSTA 	29	0	0	29	0	0.8621	338.7	NE
Rv3064c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	0	0	9	0	1.0000	197.4	NE
Rv3065	mmr	MULTIDRUGS-TRANSPORT INTEGRAL MEMBRANE PROTEIN MMR 	6	0	0	6	0	1.0000	137.2	NE
Rv3066	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY DEOR-FAMILY) 	10	0	0	10	0	0.3000	128.7	NE
Rv3067	-	hypothetical protein Rv3067 	8	0	0	8	0	0.6250	404.8	NE
Rv3068c	pgmA	phosphoglucomutase 	29	0	0	29	0	0.8276	243.8	NE
Rv3069	ccrB	camphor resistance protein CrcB 	4	0	0	4	0	0.7500	499.3	NE
Rv3070	ccrB	camphor resistance protein CrcB 	8	0	0	8	0	0.7500	71.5	NE
Rv3071	-	hypothetical protein Rv3071 	13	0	0	13	0	0.7692	90.4	NE
Rv3072c	-	hypothetical protein Rv3072c 	9	0	0	9	0	0.8889	127.5	NE
Rv3073c	-	hypothetical protein Rv3073c 	4	0	0	4	0	1.0000	197.5	NE
Rv3074	-	hypothetical protein Rv3074 	14	0	0	14	0	0.6429	174.1	NE
Rv3075c	-	hypothetical protein Rv3075c 	12	0	0	12	0	0.4167	428.4	NE
Rv3076	-	hypothetical protein Rv3076 	5	0	0	5	0	0.6000	98.0	NE
Rv3077	-	POSSIBLE HYDROLASE 	34	0	0	34	0	0.7647	288.3	NE
Rv3078	hab	PROBABLE HYDROXYLAMINOBENZENE MUTASE HAB 	5	0	0	5	0	0.8000	103.5	NE
Rv3079c	-	hypothetical protein Rv3079c 	15	0	0	15	0	0.6667	228.3	NE
Rv3080c	pknK	PROBABLE SERINE/THREONINE-PROTEIN KINASE TRANSCRIPTIONAL REGULATORY PROTEIN PKNK (PROTEIN KINASE K) (STPK K) 	26	0	0	26	0	0.6923	227.6	NE
Rv3081	-	hypothetical protein Rv3081 	16	0	0	16	0	0.5000	141.1	NE
Rv3082c	virS	VIRULENCE-REGULATING TRANSCRIPTIONAL REGULATOR VIRS (ARAC/XYLS FAMILY) 	16	0	0	16	0	0.5000	114.6	NE
Rv3083	-	PROBABLE MONOOXYGENASE (HYDROXYLASE) 	25	0	0	25	0	0.8800	200.5	NE
Rv3084	lipR	PROBABLE ACETYL-HYDROLASE/ESTERASE LIPR 	11	0	0	11	0	0.7273	151.5	NE
Rv3085	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	0	0	4	0	0.7500	176.3	NE
Rv3086	adhD	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE ADHD (ALDEHYDE REDUCTASE) 	9	0	0	9	0	1.0000	172.3	NE
Rv3087	-	hypothetical protein Rv3087 	12	0	0	12	0	1.0000	190.4	NE
Rv3088	-	hypothetical protein Rv3088 	13	0	0	13	0	0.7692	231.3	NE
Rv3089	fadD13	PROBABLE CHAIN-FATTY-ACID-CoA LIGASE FADD13 (FATTY-ACYL-CoA SYNTHETASE) 	20	0	0	20	0	0.7000	255.8	NE
Rv3090	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	7	0	0	7	0	0.8571	356.7	NE
Rv3091	-	hypothetical protein Rv3091 	15	0	0	15	0	0.9333	341.3	NE
Rv3092c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	0	0	9	0	0.8889	324.6	NE
Rv3093c	-	HYPOTHETICAL OXIDOREDUCTASE 	13	0	0	13	0	0.6154	230.1	NE
Rv3094c	-	hypothetical protein Rv3094c 	10	0	0	10	0	0.7000	332.1	NE
Rv3095	-	HYPOTHETICAL TRANSCRIPTIONAL REGULATORY PROTEIN 	7	0	0	7	0	0.8571	306.5	NE
Rv3096	-	hypothetical protein Rv3096 	15	0	0	15	0	0.8667	466.5	NE
Rv3097c	PE_PGRS63	PE-PGRS FAMILY PROTEIN, PROBABLY TRIACYLGLYCEROL LIPASE (ESTERASE/LIPASE) (TRIGLYCERIDE LIPASE) (TRIBUTYRASE) 	25	0	0	25	0	0.8000	666.0	NE
Rv3098c	-	hypothetical protein Rv3098c 	8	0	0	8	0	0.8750	247.6	NE
Rv3099c	-	hypothetical protein Rv3099c 	5	0	0	5	0	0.6000	64.3	NE
Rv3100c	smpB	SsrA-binding protein 	3	3	0	0	0	0.0000	0.0	ES
Rv3101c	ftsX	PUTATIVE CELL DIVISION PROTEIN FTSX (SEPTATION COMPONENT-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER) 	14	14	0	0	0	0.0000	0.0	ES
Rv3102c	ftsE	PUTATIVE CELL DIVISION ATP-BINDING PROTEIN FTSE (SEPTATION COMPONENT-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER) 	6	6	0	0	0	0.0000	0.0	ES
Rv3103c	-	HYPOTHETICAL PROLINE-RICH PROTEIN 	7	0	0	7	0	0.8571	432.3	NE
Rv3104c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	0	0	9	0	0.5556	417.0	NE
Rv3105c	prfB	peptide chain release factor 2 	15	15	0	0	0	0.0000	0.0	ES
Rv3106	fprA	NADPH:ADRENODOXIN OXIDOREDUCTASE FPRA (NADPH-FERREDOXIN REDUCTASE) 	16	0	0	16	0	0.6875	303.3	NE
Rv3107c	agpS	POSSIBLE ALKYLDIHYDROXYACETONEPHOSPHATE SYNTHASE AGPS (ALKYL-DHAP SYNTHASE) (ALKYLGLYCERONE-PHOSPHATE SYNTHASE) 	21	0	0	21	0	0.7619	141.7	NE
Rv3108	-	hypothetical protein Rv3108 	6	0	2	4	0	0.5000	51.0	NE
Rv3109	moaA1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN A MOAA1 	34	13	15	6	0	0.1471	236.2	ES
Rv3110	moaB1	PROBABLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB1 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 	9	0	0	9	0	0.3333	73.3	NE
Rv3111	moaC	molybdenum cofactor biosynthesis protein C 	13	7	0	6	0	0.3846	87.8	ES
Rv3112	moaD1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D MOAD1 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	6	6	0	0	0	0.0000	0.0	ES
Rv3113	-	POSSIBLE PHOSPHATASE 	7	0	0	7	0	0.1429	39.0	NE
Rv3114	-	hypothetical protein Rv3114 	8	0	0	8	0	0.5000	75.5	NE
Rv3115	-	PROBABLE TRANSPOSASE 	2	0	0	2	0	0.0000	0.0	NE
Rv3116	moeB2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN MOEB2 (MPT-SYNTHASE SULFURYLASE) (MOLYBDOPTERIN SYNTHASE SULPHURYLASE) 	25	0	0	25	0	0.7200	75.6	NE
Rv3117	cysA3	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA3 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	1	0	0	1	0	1.0000	209.0	NE
Rv3118	sseC1	CONSERVED HYPOTHETICAL PROTEIN SSEC1 	1	0	0	1	0	1.0000	265.0	NE
Rv3119	moaE1	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E MOAE1 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	10	0	0	10	0	1.0000	360.2	NE
Rv3120	-	hypothetical protein Rv3120 	9	0	0	9	0	0.6667	131.0	NE
Rv3121	cyp141	PROBABLE CYTOCHROME P450 141 CYP141 	23	0	0	23	0	0.5217	275.8	NE
Rv3122	-	hypothetical protein Rv3122 	5	0	0	5	0	0.8000	490.8	NE
Rv3123	-	hypothetical protein Rv3123 	4	0	0	4	0	0.7500	405.7	NE
Rv3124	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	27	16	0	11	0	0.4074	166.1	ES
Rv3125c	PPE49	PPE FAMILY PROTEIN 	21	0	0	21	0	0.7143	127.8	NE
Rv3126c	-	hypothetical protein Rv3126c 	2	0	0	2	0	0.0000	0.0	NE
Rv3127	-	hypothetical protein Rv3127 	16	0	0	16	0	0.3125	86.8	NE
Rv3129	-	hypothetical protein Rv3129 	4	0	0	4	0	0.5000	266.0	NE
Rv3130c	-	hypothetical protein Rv3130c 	24	0	0	24	0	0.6250	164.9	NE
Rv3131	-	hypothetical protein Rv3131 	14	0	0	14	0	0.4286	96.3	NE
Rv3132c	devS	TWO COMPONENT SENSOR HISTIDINE KINASE DEVS 	29	0	0	29	0	0.4483	53.0	NE
Rv3133c	devR	TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN DEVR (PROBABLY LUXR/UHPA-FAMILY) 	11	0	0	11	0	0.6364	175.0	NE
Rv3134c	-	hypothetical protein Rv3134c 	5	0	0	5	0	0.8000	370.5	NE
Rv3135	PPE50	PPE FAMILY PROTEIN 	7	0	0	7	0	1.0000	98.3	NE
Rv3136	PPE51	PPE FAMILY PROTEIN 	17	0	0	17	0	0.4706	42.5	NE
Rv3137	-	PROBABLE MONOPHOSPHATASE 	7	7	0	0	0	0.0000	0.0	ES
Rv3138	pflA	PROBABLE PYRUVATE FORMATE LYASE ACTIVATING PROTEIN PFLA (FORMATE ACETYLTRANSFERASE ACTIVATING ENZYME) (	21	0	0	21	0	0.8095	152.6	NE
Rv3139	fadE24	PROBABLE ACYL-CoA DEHYDROGENASE FADE24 	20	0	0	20	0	0.4500	73.0	NE
Rv3140	fadE23	PROBABLE ACYL-CoA DEHYDROGENASE FADE23 	18	0	0	18	0	0.3889	99.3	NE
Rv3141	fadB4	PROBABLE NADPH QUINONE OXIDOREDUCTASE FADB4 (NADPH:QUINONE REDUCTASE) (ZETA-CRYSTALLIN) 	13	0	0	13	0	0.6923	99.2	NE
Rv3142c	-	hypothetical protein Rv3142c 	10	0	0	10	0	0.8000	130.6	NE
Rv3143	-	PROBABLE RESPONSE REGULATOR 	4	0	0	4	0	0.5000	4.0	NE
Rv3144c	PPE52	PPE-FAMILY PROTEIN 	15	0	0	15	0	0.8000	219.8	NE
Rv3145	nuoA	NADH dehydrogenase subunit A 	10	0	0	10	0	0.5000	186.6	NE
Rv3146	nuoB	NADH dehydrogenase subunit B 	9	0	0	9	0	0.5556	115.6	NE
Rv3147	nuoC	NADH dehydrogenase subunit C 	12	0	0	12	0	0.4167	79.8	NE
Rv3148	nuoD	NADH dehydrogenase subunit D 	22	17	0	5	0	0.1364	8.3	ES
Rv3149	nuoE	NADH dehydrogenase subunit E 	9	0	0	9	0	0.5556	159.8	NE
Rv3150	nuoF	PROBABLE NADH DEHYDROGENASE I (CHAIN F) NUOF (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN F) 	25	0	24	1	0	0.2800	62.4	GD
Rv3151	nuoG	NADH dehydrogenase subunit G 	29	0	2	27	0	0.4138	47.8	NE
Rv3152	nuoH	NADH dehydrogenase subunit H 	25	0	0	25	0	0.3200	65.2	NE
Rv3153	nuoI	NADH dehydrogenase subunit I 	22	0	0	22	0	0.4545	158.2	NE
Rv3154	nuoJ	NADH dehydrogenase subunit J 	9	0	0	9	0	0.8889	336.0	NE
Rv3155	nuoK	NADH dehydrogenase subunit K 	5	0	0	5	0	0.4000	34.5	NE
Rv3156	nuoL	NADH dehydrogenase subunit L 	29	0	8	21	0	0.4828	69.4	NE
Rv3157	nuoM	NADH dehydrogenase subunit M 	31	0	28	3	0	0.2258	64.1	GD
Rv3158	nuoN	NADH dehydrogenase subunit N 	30	0	0	30	0	0.7333	139.8	NE
Rv3159c	PPE53	PPE FAMILY PROTEIN 	23	0	0	23	0	0.5217	169.6	NE
Rv3160c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	0	0	7	0	0.4286	19.7	NE
Rv3161c	-	POSSIBLE DIOXYGENASE 	19	0	0	19	0	0.5263	255.3	NE
Rv3162c	-	POSSIBLE INTEGRAL MEMBRANE PROTEIN 	6	0	0	6	0	1.0000	282.7	NE
Rv3163c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	14	0	0	14	0	0.5714	315.8	NE
Rv3164c	moxR3	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR3 	10	0	0	10	0	0.3000	280.7	NE
Rv3165c	-	hypothetical protein Rv3165c 	2	0	0	2	0	0.5000	99.0	NE
Rv3166c	-	hypothetical protein Rv3166c 	10	0	0	10	0	0.5000	51.4	NE
Rv3167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	0	0	9	0	0.6667	83.8	NE
Rv3168	-	hypothetical protein Rv3168 	18	0	0	18	0	0.2778	106.0	NE
Rv3169	-	hypothetical protein Rv3169 	15	0	0	15	0	0.6000	254.8	NE
Rv3170	aofH	PROBABLE FLAVIN-CONTAINING MONOAMINE OXIDASE AOFH (AMINE OXIDASE) (MAO) 	16	0	0	16	0	0.5000	185.0	NE
Rv3171c	hpx	POSSIBLE NON-HEME HALOPEROXIDASE HPX 	12	0	0	12	0	0.5833	165.7	NE
Rv3172c	-	hypothetical protein Rv3172c 	15	0	0	15	0	0.6667	93.8	NE
Rv3173c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	7	0	0	7	0	0.2857	21.5	NE
Rv3174	-	short chain dehydrogenase 	10	0	0	10	0	0.5000	186.4	NE
Rv3175	-	amidase 	17	0	0	17	0	0.7647	163.8	NE
Rv3176c	mesT	PROBABLE EPOXIDE HYDROLASE MEST (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	13	0	0	13	0	0.6923	114.2	NE
Rv3177	-	POSSIBLE PEROXIDASE (NON-HAEM PEROXIDASE) 	7	0	0	7	0	0.4286	51.0	NE
Rv3178	-	hypothetical protein Rv3178 	7	0	0	7	0	0.5714	65.2	NE
Rv3179	-	hypothetical protein Rv3179 	13	0	0	13	0	1.0000	396.2	NE
Rv3180c	-	HYPOTHETICAL ALANINE RICH PROTEIN 	5	0	0	5	0	0.8000	237.5	NE
Rv3181c	-	hypothetical protein Rv3181c 	6	0	0	6	0	0.5000	40.7	NE
Rv3182	-	hypothetical protein Rv3182 	1	0	0	1	0	1.0000	49.0	NE
Rv3183	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	0	0	3	0	0.3333	124.0	NE
Rv3184	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3185	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3186	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3187	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3188	-	hypothetical protein Rv3188 	6	0	0	6	0	0.8333	138.6	NE
Rv3189	-	hypothetical protein Rv3189 	8	0	0	8	0	1.0000	281.5	NE
Rv3190c	-	hypothetical protein Rv3190c 	20	0	0	20	0	0.7500	341.4	NE
Rv3191c	-	PROBABLE TRANSPOSASE 	15	0	0	15	0	0.8000	271.0	NE
Rv3192	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE-RICH PROTEIN 	4	0	0	4	0	0.7500	199.3	NE
Rv3193c	-	hypothetical protein Rv3193c 	79	40	29	10	0	0.0886	20.9	ES
Rv3194c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	12	0	0	12	0	0.6667	106.4	NE
Rv3195	-	hypothetical protein Rv3195 	15	0	0	15	0	0.8667	233.1	NE
Rv3196	-	hypothetical protein Rv3196 	9	0	0	9	0	0.8889	543.0	NE
Rv3196A	-	hypothetical protein Rv3196A 	1	0	0	1	0	1.0000	586.0	NE
Rv3197	-	PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER 	18	0	0	18	0	0.7778	213.5	NE
Rv3197A	whiB7	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB7 	3	0	0	3	0	1.0000	306.0	NE
Rv3198A	-	POSSIBLE GLUTAREDOXIN PROTEIN 	6	0	0	6	0	0.8333	283.4	NE
Rv3198c	uvrD2	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD2 	30	28	0	2	0	0.0667	579.5	ES
Rv3199c	nudC	NADH pyrophosphatase 	7	0	0	7	0	1.0000	287.4	NE
Rv3200c	-	POSSIBLE TRANSMEMBRANE CATION TRANSPORTER 	13	0	0	13	0	0.5385	27.0	NE
Rv3201c	-	PROBABLE ATP-DEPENDENT DNA HELICASE 	38	0	0	38	0	0.6316	127.9	NE
Rv3202c	-	POSSIBLE ATP-DEPENDENT DNA HELICASE 	27	0	0	27	0	0.6667	181.7	NE
Rv3203	lipV	POSSIBLE LIPASE LIPV 	12	0	0	12	0	0.7500	101.3	NE
Rv3204	-	POSSIBLE DNA-METHYLTRANSFERASE (MODIFICATION METHYLASE) 	4	0	0	4	0	0.7500	188.7	NE
Rv3205c	-	hypothetical protein Rv3205c 	10	0	0	10	0	0.2000	24.0	NE
Rv3206c	moeB1	molybdopterin biosynthesis-like protein MoeZ 	22	22	0	0	0	0.0000	0.0	ES
Rv3207c	-	hypothetical protein Rv3207c 	14	0	0	14	0	0.5714	29.9	NE
Rv3208	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	0	0	9	0	0.0000	0.0	NE
Rv3208A	TB9.4	hypothetical protein Rv3208A 	4	0	0	4	0	0.7500	81.3	NE
Rv3209	-	CONSERVED HYPOTHETICAL THREONIN AND PROLINE RICH PROTEIN 	9	0	0	9	0	0.7778	418.6	NE
Rv3210c	-	hypothetical protein Rv3210c 	10	0	0	10	0	0.0000	0.0	NE
Rv3211	rhlE	PROBABLE ATP-DEPENDENT RNA HELICASE RHLE 	21	0	0	21	0	0.4286	70.2	NE
Rv3212	-	CONSERVED HYPOTHETICAL ALANINE VALINE RICH PROTEIN 	18	18	0	0	0	0.0000	0.0	ES
Rv3213c	-	POSSIBLE SOJ/PARA-RELATED PROTEIN 	8	0	0	8	0	0.7500	189.2	NE
Rv3214	gpm2	POSSIBLE PHOSPHOGLYCERATE MUTASE GPM2 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM) 	10	2	0	8	0	0.3000	135.3	NE
Rv3215	entC	isochorismate synthase 	15	15	0	0	0	0.0000	0.0	ES
Rv3216	-	POSSIBLE ACETYLTRANSFERASE 	6	0	0	6	0	0.6667	271.8	NE
Rv3217c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	3	0	0	3	0	1.0000	57.0	NE
Rv3218	-	hypothetical protein Rv3218 	17	1	0	16	0	0.8235	88.0	NE
Rv3219	whiB1	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB1 	3	3	0	0	0	0.0000	0.0	ES
Rv3220c	-	PROBABLE TWO COMPONENT SENSOR KINASE 	19	0	0	19	0	0.9474	255.9	NE
Rv3221A	-	POSSIBLE ANTI-SIGMA FACTOR 	2	0	0	2	0	0.0000	0.0	NE
Rv3221c	TB7.3	hypothetical protein Rv3221c 	2	0	0	2	0	0.0000	0.0	NE
Rv3222c	-	hypothetical protein Rv3222c 	7	0	0	7	0	0.0000	0.0	NE
Rv3223c	sigH	RNA polymerase sigma factor RpoE 	14	0	0	14	0	0.6429	155.1	NE
Rv3224	-	short chain dehydrogenase 	15	0	0	15	0	0.8000	313.7	NE
Rv3224A	-	hypothetical protein Rv3224A 	3	0	0	3	0	0.6667	11.5	NE
Rv3224B	-	hypothetical protein Rv3224B 	3	0	0	3	0	1.0000	77.0	NE
Rv3225c	-	POSSIBLE TRANSFERASE 	23	0	0	23	0	0.9130	175.3	NE
Rv3226c	-	hypothetical protein Rv3226c 	6	0	0	6	0	1.0000	413.3	NE
Rv3227	aroA	3-phosphoshikimate 1-carboxyvinyltransferase 	6	6	0	0	0	0.0000	0.0	ES
Rv3228	-	hypothetical protein Rv3228 	7	3	0	4	0	0.2857	28.0	NE
Rv3229c	-	POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE) 	21	0	0	21	0	0.0952	49.0	NE
Rv3230c	-	HYPOTHETICAL OXIDOREDUCTASE 	14	14	0	0	0	0.0000	0.0	ES
Rv3231c	-	hypothetical protein Rv3231c 	5	0	0	5	0	1.0000	189.0	NE
Rv3232c	pvdS	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN PVDS (PROBABLE RNA POLYMERASE SIGMA FACTOR) 	20	0	0	20	0	0.9500	173.3	NE
Rv3233c	-	hypothetical protein Rv3233c 	12	0	0	12	0	1.0000	254.1	NE
Rv3234c	-	hypothetical protein Rv3234c 	16	0	0	16	0	0.7500	363.8	NE
Rv3235	-	HYPOTHETICAL ALANINE ARGININE PROLINE RICH PROTEIN 	6	0	0	6	0	0.6667	206.8	NE
