#Resampling
#Command: python ignoreNTerm=5.0 ctrlString=/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig pubmsg=<bound method Publisher.sendMessage of <wx.lib.pubsub.core.publisher.Publisher instance at 0x3984290>> expString=/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig ignoreCodon=True annotationPath=/pacific/home/mdejesus/transit/H37Rv.prot_table ignoreCTerm=5.0 histPath=/pacific/home/mdejesus/transit/testNC/resampling_results sampleSize=10000 doAdaptive=False output=<open file u'/pacific/home/mdejesus/transit/testNC/resampling_results.dat', mode 'w' at 0x41d4c90> doNormalize=True wx=<module 'wx' from '/usr/lib/python2.7/dist-packages/wx/__init__.pyc'>
#Control Samples:  /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig
#Experimental Samples:  /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig
#Normalization factors: 1.0946	0.8477	1.1728	1.1715	0.8330
#Orf	%Name	Description	N	TAs Hit	Avg Rd 1	Avg Rd 2	Delta Rd	p-value	p-adj
Rv3394c	-	hypothetical protein Rv3394c 	11	10	1346.9	1047.5	-299.4	0.70820	1.00000
Rv3395A	-	PROBABLE MEMBRANE PROTEIN 	8	6	327.0	1019.3	692.3	0.08020	1.00000
Rv3395c	-	hypothetical protein Rv3395c 	4	3	938.8	427.3	-511.5	0.48220	1.00000
Rv3396c	guaA	bifunctional GMP synthase/glutamine amidotransferase protein 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv3397c	phyA	PROBABLE PHYTOENE SYNTHASE PHYA 	17	11	771.6	838.3	66.7	0.90280	1.00000
Rv3398c	idsA1	PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPHOSPHATE SYNTHASE) (FARNESYL-PYROPHOSPHATE SYNTHETASE) (FARNESYL DIPHOSPHATE SYNTHETASE) (FPP SYNTHETASE) + FARNESYLTRANSTRANSFERASE (GERANYLGERANYL-DIPHOSPHATE SYNTHASE) 	8	4	111.2	205.4	94.2	0.46730	1.00000
Rv3399	-	hypothetical protein Rv3399 	15	9	966.3	913.2	-53.1	0.93690	1.00000
Rv3400	-	PROBABLE HYDROLASE 	11	6	393.7	510.2	116.5	0.78390	1.00000
Rv3401	-	hypothetical protein Rv3401 	32	26	8505.9	24481.5	15975.6	0.25060	1.00000
Rv3402c	-	hypothetical protein Rv3402c 	25	20	9501.0	7803.5	-1697.6	0.79040	1.00000
Rv3403c	-	hypothetical protein Rv3403c 	21	20	6208.5	5917.1	-291.5	0.96330	1.00000
Rv3404c	-	hypothetical protein Rv3404c 	9	9	2508.6	2724.8	216.2	0.89870	1.00000
Rv3405c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	4	606.4	404.4	-202.0	0.82460	1.00000
Rv3406	-	PROBABLE DIOXYGENASE 	14	13	3114.4	2574.4	-540.0	0.79660	1.00000
Rv3407	-	hypothetical protein Rv3407 	2	2	1373.6	584.4	-789.2	0.48030	1.00000
Rv3408	-	hypothetical protein Rv3408 	7	6	3688.2	4100.6	412.4	0.87870	1.00000
Rv3409c	choD	PROBABLE CHOLESTEROL OXIDASE PRECURSOR CHOD (CHOLESTEROL-O2 OXIDOREDUCTASE) 	19	15	7479.6	8412.4	932.8	0.86570	1.00000
Rv3410c	guaB3	inositol-5-monophosphate dehydrogenase 	12	2	0.0	109.6	109.6	0.04740	1.00000
Rv3411c	guaB2	inositol-5-monophosphate dehydrogenase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv3412	-	hypothetical protein Rv3412 	9	8	819.8	1541.7	721.8	0.39260	1.00000
Rv3413c	-	HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	4	3	287.7	836.8	549.1	0.39930	1.00000
Rv3414c	sigD	RNA polymerase sigma factor SigD 	7	6	1481.7	2053.9	572.2	0.62520	1.00000
Rv3415c	-	hypothetical protein Rv3415c 	9	5	2359.7	1277.0	-1082.7	0.35940	1.00000
Rv3416	whiB3	TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB3 	4	4	599.1	190.6	-408.5	0.19360	1.00000
Rv3417c	groEL	chaperonin GroEL 	14	7	638.4	615.9	-22.5	0.95760	1.00000
Rv3418c	groES	co-chaperonin GroES 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv3419c	gcp	O-sialoglycoprotein endopeptidase 	12	4	221.5	0.0	-221.5	0.05440	1.00000
Rv3420c	rimI	PROBABLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMI (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S18) 	10	6	497.9	438.1	-59.8	0.87350	1.00000
Rv3421c	-	hypothetical protein Rv3421c 	11	4	236.9	0.0	-236.9	0.01800	0.79800
Rv3422c	-	hypothetical protein Rv3422c 	5	1	16.1	0.0	-16.1	1.00000	1.00000
Rv3423c	alr	alanine racemase 	19	0	0.0	0.0	0.0	1.00000	1.00000
Rv3424c	-	hypothetical protein Rv3424c 	2	1	159.7	211.9	52.2	0.70110	1.00000
Rv3425	PPE57	PPE FAMILY PROTEIN 	16	13	4358.2	2884.5	-1473.7	0.51860	1.00000
Rv3426	PPE58	PPE FAMILY PROTEIN 	17	7	378.4	898.4	520.0	0.58420	1.00000
Rv3427c	-	POSSIBLE TRANSPOSASE 	7	5	159.2	432.2	273.0	0.13270	1.00000
Rv3428c	-	POSSIBLE TRANSPOSASE 	15	7	597.1	502.1	-95.1	0.79680	1.00000
Rv3429	PPE59	PPE FAMILY PROTEIN 	20	14	642.1	945.4	303.2	0.55250	1.00000
Rv3430c	-	POSSIBLE TRANSPOSASE 	20	18	4233.5	3240.2	-993.2	0.69010	1.00000
Rv3431c	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	9	6	966.2	1157.4	191.2	0.82190	1.00000
Rv3432c	gadB	PROBABLE GLUTAMATE DECARBOXYLASE GADB 	21	19	6499.0	5002.3	-1496.8	0.69780	1.00000
Rv3433c	-	hypothetical protein Rv3433c 	7	2	55.9	223.2	167.3	0.37210	1.00000
Rv3434c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	10	1121.7	1948.7	827.0	0.34460	1.00000
Rv3435c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	11	3108.8	5716.0	2607.2	0.41780	1.00000
Rv3436c	glmS	D-fructose-6-phosphate amidotransferase 	25	0	0.0	0.0	0.0	1.00000	1.00000
Rv3437	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	8	7	2693.5	2495.5	-198.0	0.91980	1.00000
Rv3438	-	hypothetical protein Rv3438 	12	10	655.4	1693.5	1038.1	0.17790	1.00000
Rv3439c	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	9	9	5636.2	3391.0	-2245.1	0.41980	1.00000
Rv3440c	-	hypothetical protein Rv3440c 	7	6	3687.3	2610.7	-1076.6	0.64690	1.00000
Rv3441c	mrsA	PROBABLE PHOSPHO-SUGAR MUTASE / MRSA PROTEIN HOMOLOG 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv3442c	rpsI	30S ribosomal protein S9 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv3443c	rplM	50S ribosomal protein L13 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv3444c	esxT	PUTATIVE ESAT-6 LIKE PROTEIN ESXT 	3	3	580.4	624.3	44.0	0.90780	1.00000
Rv3445c	esxU	ESAT-6 LIKE PROTEIN ESXU 	3	3	417.5	942.7	525.2	0.52810	1.00000
Rv3446c	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	14	11	1207.3	1059.3	-147.9	0.84750	1.00000
Rv3447c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	46	22	3082.3	3535.4	453.1	0.86910	1.00000
Rv3448	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	22	14	1523.0	1338.3	-184.7	0.85340	1.00000
Rv3449	mycP4	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP4 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-4) 	17	13	3975.8	3113.5	-862.3	0.70340	1.00000
Rv3450c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	12	5843.6	5085.8	-757.8	0.83660	1.00000
Rv3451	cut3	PROBABLE CUTINASE PRECURSOR CUT3 	15	13	5628.9	4885.9	-743.0	0.83700	1.00000
Rv3452	cut4	PROBABLE CUTINASE PRECURSOR CUT4 	7	6	1764.3	774.3	-990.1	0.21700	1.00000
Rv3453	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	8	1564.0	6273.4	4709.4	0.20290	1.00000
Rv3454	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	15	1678.2	1749.2	71.1	0.94980	1.00000
Rv3455c	truA	tRNA pseudouridine synthase A 	12	1	55.1	0.0	-55.1	1.00000	1.00000
Rv3456c	rplQ	50S ribosomal protein L17 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv3457c	rpoA	DNA-directed RNA polymerase subunit alpha 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv3458c	rpsD	30S ribosomal protein S4 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv3459c	rpsK	30S ribosomal protein S11 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3460c	rpsM	30S ribosomal protein S13 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv3461c	rpmJ	50S ribosomal protein L36 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3462c	infA	translation initiation factor IF-1 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv3463	-	hypothetical protein Rv3463 	17	12	3487.7	2304.3	-1183.4	0.49260	1.00000
Rv3464	rmlB	dTDP-GLUCOSE 4,6-DEHYDRATASE RMLB 	20	0	0.0	0.0	0.0	1.00000	1.00000
Rv3465	rmlC	dTDP-4-DEHYDRORHAMNOSE 3,5-EPIMERASE RMLC (dTDP-4-KETO-6-DEOXYGLUCOSE 3,5-EPIMERASE) (dTDP-L-RHAMNOSE SYNTHETASE) (THYMIDINE DIPHOSPHO-4-KETO-RHAMNOSE 3,5-EPIMERASE) 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv3466	-	hypothetical protein Rv3466 	3	1	146.7	131.6	-15.1	0.80430	1.00000
Rv3467	-	hypothetical protein Rv3467 	2	2	228.4	131.6	-96.8	0.43900	1.00000
Rv3468c	-	POSSIBLE DTDP-GLUCOSE 4,6-DEHYDRATASE 	16	8	1258.0	665.5	-592.5	0.30690	1.00000
Rv3469c	mhpE	4-hydroxy-2-ketovalerate aldolase 	12	8	1784.3	1714.6	-69.6	0.95890	1.00000
Rv3470c	ilvB2	PROBABLE ACETOLACTATE SYNTHASE (LARGE SUBUNIT) ILVB2 (AHAS) (ACETOHYDROXY-ACID SYNTHASE LARGE SUBUNIT) (ALS) 	16	8	1379.1	1460.2	81.1	0.93540	1.00000
Rv3471c	-	hypothetical protein Rv3471c 	6	5	2065.2	1143.4	-921.8	0.35600	1.00000
Rv3472	-	hypothetical protein Rv3472 	11	11	961.0	1180.0	219.0	0.75790	1.00000
Rv3473c	bpoA	POSSIBLE PEROXIDASE BPOA (NON-HAEM PEROXIDASE) 	8	7	1833.4	2509.3	675.9	0.65870	1.00000
Rv3474	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv3475	-	POSSIBLE TRANSPOSASE FOR INSERTION ELEMENT IS6110 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv3476c	kgtP	PROBABLE DICARBOXYLIC ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN KGTP (DICARBOXYLATE TRANSPORTER) 	35	32	6621.2	7062.4	441.1	0.94940	1.00000
Rv3477	PE31	PE FAMILY PROTEIN 	5	4	518.7	264.5	-254.1	0.68670	1.00000
Rv3478	PPE60	PE FAMILY PROTEIN 	12	8	796.8	655.4	-141.4	0.78230	1.00000
Rv3479	-	POSSIBLE TRANSMEMBRANE PROTEIN 	34	29	5533.1	3378.9	-2154.2	0.37360	1.00000
Rv3480c	-	hypothetical protein Rv3480c 	28	20	4282.5	3034.6	-1247.9	0.58540	1.00000
Rv3481c	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	8	8	939.3	1391.2	451.8	0.62030	1.00000
Rv3482c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	10	9	5874.5	4428.1	-1446.4	0.67360	1.00000
Rv3483c	-	hypothetical protein Rv3483c 	9	9	3005.3	3259.2	253.9	0.92110	1.00000
Rv3484	cpsA	POSSIBLE CONSERVED PROTEIN CPSA 	27	20	95.9	2446.9	2350.9	0.00000	0.00000
Rv3485c	-	short chain dehydrogenase 	10	8	2932.6	2567.2	-365.4	0.84230	1.00000
Rv3486	-	hypothetical protein Rv3486 	6	6	3408.1	2497.3	-910.9	0.64290	1.00000
Rv3487c	lipF	PROBABLE ESTERASE/LIPASE LIPF 	13	12	4637.4	4516.5	-120.9	0.97250	1.00000
Rv3488	-	hypothetical protein Rv3488 	4	2	417.8	266.0	-151.9	0.58530	1.00000
Rv3489	-	hypothetical protein Rv3489 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3490	otsA	PROBABLE ALPHA, ALPHA-TREHALOSE-PHOSPHATE SYNTHASE 	29	2	48.3	106.7	58.4	0.59190	1.00000
Rv3491	-	hypothetical protein Rv3491 	10	8	2331.4	2348.3	17.0	0.99170	1.00000
Rv3492c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED PROTEIN 	9	5	229.5	0.0	-229.5	0.01530	0.73551
Rv3493c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED ALANINE AND VALINE RICH PROTEIN 	9	5	427.1	2.3	-424.8	0.00470	0.30743
Rv3494c	mce4F	MCE-FAMILY PROTEIN MCE4F 	23	16	5167.7	32.1	-5135.5	0.00000	0.00000
Rv3495c	lprN	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRN (MCE-FAMILY LIPOPROTEIN MCE4E) 	10	7	2253.7	70.5	-2183.2	0.00200	0.16979
Rv3496c	mce4D	MCE-FAMILY PROTEIN MCE4D 	25	21	4895.6	180.8	-4714.8	0.00000	0.00000
Rv3497c	mce4C	MCE-FAMILY PROTEIN MCE4C 	13	11	1816.9	61.4	-1755.5	0.00010	0.02100
Rv3498c	mce4B	MCE-FAMILY PROTEIN MCE4B 	11	8	1235.1	86.9	-1148.2	0.00360	0.26116
Rv3499c	mce4A	MCE-FAMILY PROTEIN MCE4A 	31	21	3453.3	301.5	-3151.8	0.00010	0.02100
Rv3500c	yrbE4B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4B 	18	13	1993.0	28.6	-1964.4	0.00000	0.00000
Rv3501c	yrbE4A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4A 	8	6	1231.2	32.2	-1199.0	0.00360	0.26116
Rv3502c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	10	6	2040.4	19.9	-2020.4	0.00100	0.09732
Rv3503c	fdxD	PROBABLE FERREDOXIN FDXD 	2	2	462.7	12.0	-450.6	0.07020	1.00000
Rv3504	fadE26	PROBABLE ACYL-CoA DEHYDROGENASE FADE26 	18	15	3210.3	2841.8	-368.5	0.87140	1.00000
Rv3505	fadE27	PROBABLE ACYL-CoA DEHYDROGENASE FADE27 	12	5	517.0	360.0	-156.9	0.64730	1.00000
Rv3506	fadD17	acyl-CoA synthetase 	23	19	4459.3	4045.2	-414.1	0.91610	1.00000
Rv3507	PE_PGRS53	PE-PGRS FAMILY PROTEIN 	35	18	3184.9	3477.8	292.9	0.89600	1.00000
Rv3508	PE_PGRS54	PE-PGRS FAMILY PROTEIN 	21	6	263.8	248.5	-15.3	0.94070	1.00000
Rv3509c	ilvX	hypothetical protein Rv3509c 	21	17	7514.7	9643.3	2128.7	0.74740	1.00000
Rv3510c	-	hypothetical protein Rv3510c 	15	12	2298.6	3687.2	1388.5	0.42500	1.00000
Rv3511	PE_PGRS55	PE-PGRS FAMILY PROTEIN 	21	18	3639.6	3619.4	-20.2	0.99300	1.00000
Rv3512	PE_PGRS56	PE-PGRS FAMILY PROTEIN 	26	14	841.3	530.1	-311.2	0.46700	1.00000
Rv3513c	fadD18	PROBABLE FATTY-ACID-CoA LIGASE FADD18 (FRAGMENT) (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	4	4	3081.8	2275.3	-806.5	0.64050	1.00000
Rv3514	PE_PGRS57	PE-PGRS FAMILY PROTEIN 	11	3	56.0	96.8	40.8	0.52620	1.00000
Rv3515c	fadD19	acyl-CoA synthetase 	19	17	3008.3	714.0	-2294.3	0.02180	0.93529
Rv3516	echA19	enoyl-CoA hydratase 	7	4	395.5	217.1	-178.4	0.49010	1.00000
Rv3517	-	hypothetical protein Rv3517 	15	11	794.0	1556.2	762.2	0.29370	1.00000
Rv3518c	cyp142	PROBABLE CYTOCHROME P450 MONOOXYGENASE 142 CYP142 	12	3	869.8	790.8	-79.0	0.88050	1.00000
Rv3519	-	hypothetical protein Rv3519 	10	9	2000.6	1364.3	-636.3	0.58250	1.00000
Rv3520c	-	POSSIBLE COENZYME F420-DEPENDENT OXIDOREDUCTASE 	14	13	4949.3	4783.6	-165.7	0.96060	1.00000
Rv3521	-	hypothetical protein Rv3521 	12	11	2777.8	2434.4	-343.4	0.85120	1.00000
Rv3522	ltp4	lipid-transfer protein 	17	14	2201.0	2149.5	-51.6	0.97220	1.00000
Rv3523	ltp3	acetyl-CoA acetyltransferase 	14	12	1502.5	2103.1	600.6	0.60390	1.00000
Rv3524	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	16	14	3379.7	3420.1	40.4	0.98620	1.00000
Rv3525c	-	POSSIBLE SIDEROPHORE-BINDING PROTEIN 	8	6	1457.1	903.9	-553.2	0.46810	1.00000
Rv3526	-	POSSIBLE OXIDOREDUCTASE 	20	14	2394.0	5.7	-2388.4	0.00000	0.00000
Rv3527	-	hypothetical protein Rv3527 	6	4	563.0	120.8	-442.2	0.20830	1.00000
Rv3528c	-	hypothetical protein Rv3528c 	33	7	441.2	124.4	-316.7	0.26570	1.00000
Rv3529c	-	hypothetical protein Rv3529c 	25	15	1733.6	8077.1	6343.5	0.20480	1.00000
Rv3530c	-	short chain dehydrogenase 	16	7	1398.6	1673.0	274.4	0.79130	1.00000
Rv3531c	-	hypothetical protein Rv3531c 	22	15	2517.2	602.2	-1915.0	0.01530	0.73551
Rv3532	PPE61	PPE FAMILY PROTEIN 	17	16	5101.2	5227.5	126.3	0.96970	1.00000
Rv3533c	PPE62	PPE FAMILY PROTEIN 	16	9	1212.0	948.9	-263.0	0.70950	1.00000
Rv3534c	-	4-hydroxy-2-ketovalerate aldolase 	7	6	2077.1	400.0	-1677.1	0.04660	1.00000
Rv3535c	-	acetaldehyde dehydrogenase 	10	9	2041.2	583.1	-1458.1	0.05550	1.00000
Rv3536c	-	PROBABLE HYDRATASE 	8	5	1235.6	243.1	-992.5	0.05380	1.00000
Rv3537	-	3-ketosteroid-delta-1-dehydrogenase 	35	11	695.7	65.6	-630.1	0.00260	0.21171
Rv3538	-	PROBABLE DEHYDROGENASE 	11	3	1156.0	97.6	-1058.4	0.12620	1.00000
Rv3539	PPE63	PPE FAMILY PROTEIN 	26	17	1749.0	1983.5	234.5	0.85940	1.00000
Rv3540c	ltp2	lipid-transfer protein 	15	7	635.6	0.0	-635.6	0.00030	0.04275
Rv3541c	-	hypothetical protein Rv3541c 	7	1	117.7	0.0	-117.7	0.40300	1.00000
Rv3542c	-	hypothetical protein Rv3542c 	13	9	1590.9	47.7	-1543.2	0.00150	0.13300
Rv3543c	fadE29	PROBABLE ACYL-CoA DEHYDROGENASE FADE29 	15	6	347.4	0.0	-347.4	0.00090	0.09450
Rv3544c	fadE28	PROBABLE ACYL-CoA DEHYDROGENASE FADE28 	16	12	2788.4	9.9	-2778.5	0.00000	0.00000
Rv3545c	cyp125	PROBABLE CYTOCHROME P450 125 CYP125 	19	11	2479.4	396.0	-2083.4	0.00580	0.36159
Rv3546	fadA5	acetyl-CoA acetyltransferase 	4	4	623.7	23.4	-600.2	0.00320	0.24554
Rv3547	-	hypothetical protein Rv3547 	12	12	2205.4	1459.7	-745.6	0.50180	1.00000
Rv3548c	-	short chain dehydrogenase 	7	4	1653.6	20.0	-1633.6	0.00460	0.30743
Rv3549c	-	short chain dehydrogenase 	10	5	1431.1	6.0	-1425.0	0.00080	0.09120
Rv3550	echA20	enoyl-CoA hydratase 	5	4	300.2	1.2	-299.0	0.04950	1.00000
Rv3551	-	POSSIBLE COA-TRANSFERASE (ALPHA SUBUNIT) 	14	6	3027.2	4.8	-3022.4	0.00040	0.05148
Rv3552	-	POSSIBLE COA-TRANSFERASE (BETA SUBUNIT) 	9	4	125.2	0.0	-125.2	0.11790	1.00000
Rv3553	-	POSSIBLE OXIDOREDUCTASE 	7	5	609.3	3.2	-606.1	0.00090	0.09450
Rv3554	fdxB	POSSIBLE ELECTRON TRANSFER PROTEIN FDXB 	25	20	3591.3	5712.3	2121.0	0.40430	1.00000
Rv3555c	-	hypothetical protein Rv3555c 	12	5	136.0	481.0	345.0	0.31860	1.00000
Rv3556c	fadA6	acetyl-CoA acetyltransferase 	12	4	483.2	1.2	-482.0	0.02670	1.00000
Rv3557c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	15	12	1047.0	1252.3	205.3	0.80920	1.00000
Rv3558	PPE64	PPE FAMILY PROTEIN 	14	12	1068.2	1507.1	438.9	0.59950	1.00000
Rv3559c	-	short chain dehydrogenase 	6	5	254.1	0.0	-254.1	0.00410	0.29213
Rv3560c	fadE30	PROBABLE ACYL-CoA DEHYDROGENASE FADE30 	13	10	1868.0	13.4	-1854.6	0.00000	0.00000
Rv3561	fadD3	acyl-CoA synthetase 	10	8	1449.5	220.5	-1229.0	0.02380	0.97899
Rv3562	fadE31	PROBABLE ACYL-CoA DEHYDROGENASE FADE31 	12	4	401.4	4.0	-397.4	0.03760	1.00000
Rv3563	fadE32	PROBABLE ACYL-CoA DEHYDROGENASE FADE32 	9	8	1326.4	112.7	-1213.7	0.00490	0.31534
Rv3564	fadE33	PROBABLE ACYL-CoA DEHYDROGENASE FADE33 	10	5	330.9	0.0	-330.9	0.01320	0.69300
Rv3565	aspB	aspartate aminotransferase 	16	4	604.8	867.0	262.1	0.66740	1.00000
Rv3566A	-	hypothetical protein Rv3566A 	3	1	106.0	219.6	113.6	0.49590	1.00000
Rv3566c	nat	ARYLAMINE N-ACETYLTRANSFERASE NAT (ARYLAMINE ACETYLASE) 	12	8	1585.3	1219.8	-365.5	0.78970	1.00000
Rv3567c	-	POSSIBLE OXIDOREDUCTASE 	8	2	243.8	1.2	-242.7	0.20310	1.00000
Rv3568c	bphC	PROBABLE BIPHENYL-2,3-DIOL 1,2-DIOXYGENASE BPHC (23OHBP OXYGENASE) (2,3-DIHYDROXYBIPHENYL DIOXYGENASE) (2,3-DIHYDROXYBIPHENYL 1,2-DIOXYGENASE) (DHBD) 	12	10	982.4	4.0	-978.4	0.00020	0.03325
Rv3569c	bphD	2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOATE HYDROLASE BPHD 	13	10	592.3	1.2	-591.2	0.00020	0.03325
Rv3570c	-	POSSIBLE OXIDOREDUCTASE 	16	6	745.0	40.8	-704.2	0.03490	1.00000
Rv3571	hmp	POSSIBLE HEMOGLOBINE-RELATED PROTEIN HMP 	11	8	1127.0	0.8	-1126.2	0.00020	0.03325
Rv3572	-	hypothetical protein Rv3572 	7	6	1713.2	724.5	-988.7	0.12860	1.00000
Rv3573c	fadE34	PROBABLE ACYL-CoA DEHYDROGENASE FADE34 	20	13	2613.9	572.7	-2041.3	0.06030	1.00000
Rv3574	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	12	9	364.9	203.0	-161.9	0.51280	1.00000
Rv3575c	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LACI-FAMILY) 	16	14	2404.4	691.9	-1712.5	0.01770	0.79800
Rv3576	lppH	POSSIBLE CONSERVED LIPOPROTEIN LPPH 	10	8	1378.0	1639.0	260.9	0.81180	1.00000
Rv3577	-	hypothetical protein Rv3577 	13	11	476.4	457.2	-19.2	0.95190	1.00000
Rv3578	arsB2	POSSIBLE ARSENICAL PUMP INTEGRAL MEMBRANE PROTEIN ARSB2 	14	13	3583.6	4107.1	523.5	0.83890	1.00000
Rv3579c	-	POSSIBLE TRNA/RRNA METHYLTRANSFERASE 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv3580c	cysS	cysteinyl-tRNA synthetase 	26	0	0.0	0.0	0.0	1.00000	1.00000
Rv3581c	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv3582c	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv3583c	-	POSSIBLE TRANSCRIPTION FACTOR 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv3584	lpqE	POSSIBLE CONSERVED LIPOPROTEIN LPQE 	5	3	368.5	683.7	315.1	0.40240	1.00000
Rv3585	radA	DNA repair protein RadA 	18	14	3969.9	4009.4	39.5	0.98840	1.00000
Rv3586	-	hypothetical protein Rv3586 	13	9	3473.4	1466.6	-2006.8	0.23090	1.00000
Rv3587c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv3588c	-	CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv3589	mutY	PROBABLE ADENINE GLYCOSYLASE MUTY 	14	11	2815.7	4837.4	2021.6	0.48820	1.00000
Rv3590c	PE_PGRS58	PE-PGRS FAMILY PROTEIN 	19	15	2186.9	2475.0	288.2	0.85800	1.00000
Rv3591c	-	POSSIBLE HYDROLASE 	14	10	1706.4	2470.0	763.6	0.61000	1.00000
Rv3592	TB11.2	hypothetical protein Rv3592 	2	2	1043.6	822.9	-220.6	0.76610	1.00000
Rv3593	lpqF	PROBABLE CONSERVED LIPOPROTEIN LPQF 	16	0	0.0	0.0	0.0	1.00000	1.00000
Rv3594	-	hypothetical protein Rv3594 	14	12	1752.6	2120.4	367.8	0.77150	1.00000
Rv3595c	PE_PGRS59	PE-PGRS FAMILY PROTEIN 	15	11	838.3	912.9	74.6	0.89820	1.00000
Rv3596c	clpC1	PROBABLE ATP-DEPENDENT PROTEASE ATP-BINDING SUBUNIT CLPC1 	25	0	0.0	0.0	0.0	1.00000	1.00000
